seed_record_id,company,brand,standard_product_name,reason,local_spec_rows
REC_0750,Sinclair Pharma,Viora,Pristine,bad_text:title:,2
REC_0752,IBSA Derma,Viscoderm,Viscoderm Hydrobooster,no_usable_explicit_window,39
REC_0755,VLCC Personal Care,VLCC,Professional Range,no_usable_explicit_window,9
REC_0759,Chaeum Pharma,VOM / VOM O/M/V,HA Filler,no_local_spec_rows,
REC_0760,VSoft Lift,VSoft,VSoft Lift Threads,no_usable_explicit_window,45
REC_0762,GPQ Srl,WiQo,PRX-T33 / WiQo Cream,no_usable_explicit_window,13
REC_0763,Wonder Technology,Wonder,Wonder Axon / Prestige,no_usable_explicit_window,9
REC_0768,Woorhi Mecha,Woorhi,Laser Arms / EBD,bad_text:title:,4
REC_0770,Dermaroller,XCellarisPRO Twist,Electric Microneedling,no_usable_explicit_window,21
REC_0776,Ycellbio Medical,Ycellbio,Ycellbio Kit,no_usable_explicit_window,9
REC_0783,Zenix Professional,Zenix,Clay Mask / Peel-off,no_usable_explicit_window,55
REC_0787,MI Medical,Mesogun,Pistor 4 mesotherapy injector,no_local_spec_rows,
REC_0788,MI Medical,Consumables,Consumables,source_not_official_enough,2
REC_0789,Needle Concept,Mesogun,U225 mesotherapy injector,no_local_spec_rows,
REC_0790,Needle Concept,柔性钝针 (Flexible Microcannula),柔性钝针 (Flexible Microcannula),no_local_spec_rows,
REC_0792,NOBAMEDI,智能负压水光仪,智能负压水光仪,no_usable_explicit_window,10
REC_0793,NOBAMEDI,便携式电子注射枪,便携式电子注射枪,bad_text:title:,8
REC_0794,NOBAMEDI,笔式微针注射器,笔式微针注射器,no_usable_explicit_window,14
REC_0795,NOBAMEDI,针头,针头,bad_text:title:,15
REC_0798,Suisselle,Mesotherapy,Mesotherapy,no_usable_explicit_window,14
REC_0811,Galderma,Restylane Skinboosters,HA Skin Booster,no_usable_explicit_window,15
REC_0814,Merz,NEOCUTIS,Growth Factor Skincare,no_usable_explicit_window,6
REC_0819,Solta Medical,VASERshape,Non-Invasive Ultrasound,no_usable_explicit_window,1
REC_0828,Cynosure,Smartlipo Triplex,Triple-Wavelength Laser Lipolysis,no_usable_explicit_window,14
REC_0840,InMode,ApexRF,Mens Health RF,no_usable_explicit_window,16
REC_0841,InMode,Solaria,Fractional CO2 Laser,no_local_spec_rows,
REC_0842,InMode,DiolazeXL MAX,Enhanced Diode Hair Removal,bad_text:title:,8
REC_0843,InMode,EmpowerRF,Womens Wellness Platform,no_usable_explicit_window,13
REC_0844,InMode,Triton,Multi-Wavelength Hair Removal,no_usable_explicit_window,3
REC_0845,InMode,AccuTite,Precision RFAL for Small Areas,no_usable_explicit_window,6
REC_0851,Alma Lasers,DermaClear,Hydradermabrasion System,no_usable_explicit_window,10
REC_0852,Alma Lasers,BeautiFill,Laser-Assisted Liposuction,no_usable_explicit_window,23
REC_0855,Candela,Vbeam Prima,Dual-Wavelength PDL,bad_text:clinical papers,14
REC_0860,Candela,Frax Pro,Dual-Wavelength Fractional,source_not_official_enough,10
REC_0861,Candela,Matrix,Triple-in-One RF System,no_usable_explicit_window,26
REC_0864,Candela,VelaShape III,IR+RF+Vacuum+Massage,no_usable_explicit_window,5
REC_0865,Candela,Glacē,Hydro-Dermabrasion + LED,bad_text:title:,21
REC_0867,BTL,EXION Clear RF,RF for Skin Clarity,no_usable_explicit_window,9
REC_0868,BTL,EMFACE Submentum,RF + HIFES for Submental,no_usable_explicit_window,8
REC_0871,BTL,Exilis Ultra,RF + Ultrasound Combination,no_usable_explicit_window,13
REC_0872,BTL,EXION Fractional RF,AI-Controlled Fractional RF,no_usable_explicit_window,12
REC_0873,BTL,EXION Face,Monopolar RF + Targeted Ultrasound,no_usable_explicit_window,10
REC_0875,Hugel,Bylizen,HA Skin Booster,no_local_spec_rows,
REC_0876,Hugel,Dermalax,HA Filler Blob Technology,no_usable_explicit_window,26
REC_0888,IBSA Derma,Profhilo Body,HA Bio-Remodeling for Body,no_usable_explicit_window,6
REC_0891,IBSA Derma,Aliaxin GP,HA Filler Global Performance,no_local_spec_rows,
REC_0894,IBSA Derma,Viscoderm Hydrobooster,Crosslinked HA Dynamic Areas,no_usable_explicit_window,12
REC_0895,IBSA Derma,Viscoderm Skinko E,Enhanced Mesotherapy Cocktail,no_usable_explicit_window,2
REC_0896,IBSA Derma,Ialuset,HA Wound Healing Series,no_usable_explicit_window,22
REC_0897,DEKA,Motus PRO,MOVEO Pain-Free Hair Removal,no_usable_explicit_window,13
REC_0899,DEKA,Onda PRO,Coolwaves Microwave,no_usable_explicit_window,16
REC_0901,DEKA,Lipo AI,1444nm Laser Lipolysis,no_usable_explicit_window,18
REC_0902,Asclepion,MeDioStar,810+940nm Diode Hair Removal,no_usable_explicit_window,32
REC_0906,Asclepion,BodyLab,FMS Focused Magnetic Stimulation,no_usable_explicit_window,1
REC_0908,Quanta System,Thunder,Dual-Wavelength High-Speed Hair Removal,no_usable_explicit_window,20
REC_0909,Quanta System,Suprema,Triple-Wavelength Hair Removal,no_usable_explicit_window,26
REC_0910,Quanta System,Chrome Lase-Station,Multi-Application Workstation,no_usable_explicit_window,17
REC_0915,Classys,AQUAPURE,AQUAPURE,no_usable_explicit_window,12
REC_0919,Venus Concept,Venus Versa Pro,Venus Versa Pro,no_usable_explicit_window,17
REC_0923,Venus Concept,AI.ME,AI.ME,no_local_spec_rows,
REC_0933,Caregen,Dermaheal,Dermaheal,no_usable_explicit_window,25
REC_0935,Caregen,Pelo Baum,Pelo Baum,no_local_spec_rows,
REC_0940,Wontech,PICOCARE,PICOCARE 450/Majesty,bad_text:title:,23
REC_0943,Wontech,ULTRASKIN,ULTRASKIN TIGHTAN II,no_usable_explicit_window,15
REC_0944,Wontech,PICOALEX,PICOALEX,no_usable_explicit_window,2
REC_0946,Wontech,PASTELLE,PASTELLE Pro,no_usable_explicit_window,11
REC_0947,Hironic,DOUBLO,DOUBLO Gold,no_usable_explicit_window,63
REC_0948,Hironic,New Doublo,New Doublo 2.0,no_usable_explicit_window,49
REC_0950,Hironic,SILKRO,SILKRO,no_usable_explicit_window,60
REC_0951,Hironic,Ultra Vera,Ultra Vera,no_usable_explicit_window,35
REC_0952,Hironic,MICOOL,MICOOL-S/MICOOL-A,no_usable_explicit_window,12
REC_0954,EndyMed Medical,PRO,EndyMed PRO,no_usable_explicit_window,40
REC_0958,Beauty Health,HydraFacial,HydraFacial Boosters,no_usable_explicit_window,2
REC_0967,BioPlus,ACROSS,ACROSS,no_usable_explicit_window,9
REC_0974,BNC Korea,BONIVA FILLER,BONIVA Filler,no_local_spec_rows,
REC_0975,HansBiomed.,MegaDerm,MegaDerm,no_local_spec_rows,
REC_0976,HansBiomed.,MegaFill,MegaFill,no_local_spec_rows,
REC_0979,Lumenis,LightSheer,LightSheer QUATTRO,no_usable_explicit_window,64
REC_0982,Lumenis,Legend Pro,Legend Pro+,no_usable_explicit_window,20
REC_0989,Sciton,BBL,BBL HEROic,bad_text:wide range of treatments,27
REC_0996,Fotona d.o.o.,Fotona,SP Dynamis Pro,no_usable_explicit_window,32
REC_0997,Fotona d.o.o.,StarWalker,StarWalker MaQX Pro,no_usable_explicit_window,12
REC_0999,Fotona d.o.o.,TimeWalker,TimeWalker II Fotona4D,no_usable_explicit_window,29
REC_1000,Fotona d.o.o.,TimeWalker,TimeWalker II NightLase,no_usable_explicit_window,21
REC_1001,Fotona d.o.o.,StarFormer,StarFormer TightWave,no_usable_explicit_window,3
REC_1004,Lutronic / Cynosure Lutronic,LaseMD,LaseMD Ultra,no_usable_explicit_window,9
REC_1011,Jeisys Medical,Jeisys,EdgeONE,no_usable_explicit_window,65
REC_1045,Johnson & Johnson,Mentor,CPX4 Breast Tissue Expanders,source_not_official_enough,2
REC_1046,Johnson & Johnson,Mentor,CPX4 Plus Enhance Breast Tissue Expander,source_not_official_enough,2
REC_1047,Johnson & Johnson,Mentor,ARTOURA PLUS Breast Tissue Expanders,source_not_official_enough,2
REC_1048,Johnson & Johnson,Mentor,Volume Sizing System,source_not_official_enough,2
REC_SKINTECH_PEEL2GLOW,Skin Tech,Peel2Glow,Peel2Glow,no_local_spec_rows,
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,no_local_spec_rows,
TOPLINE_ALLERGAN_JUVEDERM_VOLBELLA_20260530,Allergan,Juvéderm Volbella XC,HA Filler for Lips and Undereye,no_local_spec_rows,
TOPLINE_ALLERGAN_JUVEDERM_VOLLURE_20260530,Allergan,Juvéderm Vollure XC,HA Filler for Smile Lines,no_local_spec_rows,
TOPLINE_ALLERGAN_REVOLVE_20260530,Allergan,REVOLVE,REVOLVE Advanced Adipose System,no_local_spec_rows,
TOPLINE_GALDERMA_RESTYLANE_KYSSE_20260530,Galderma,Restylane Kysse,HA Filler for Lips,no_local_spec_rows,
TOPLINE_GALDERMA_RESTYLANE_LYFT_20260530,Galderma,Restylane Lyft,HA Filler for Cheeks and Hands,no_local_spec_rows,
TOPLINE_GALDERMA_RESTYLANE_REFYNE_20260530,Galderma,Restylane Refyne,HA Filler for Dynamic Facial Folds,no_local_spec_rows,
TOPLINE_GALDERMA_RESTYLANE_VITAL_LIGHT_20260530,Galderma,Restylane Skinboosters Vital Light,HA Skin Quality Booster for Delicate Areas,no_local_spec_rows,
TOPLINE_SINCLAIR_LANLUMA_20260530,Sinclair Pharma,Lanluma,PLLA Collagen Stimulating Injectable Filler,no_local_spec_rows,
TOPLINE_SINCLAIR_PERFECTHA_20260530,Sinclair Pharma,Perfectha,HA Dermal Filler Line,no_local_spec_rows,
UPR_ANTEAGE_MD_001,Cellese / AnteAGE,AnteAGE MD,AnteAGE MD Growth Factor / Exosome Treatment Solutions,no_local_spec_rows,
UPR_KARISMA_001,Taumedika SRL,Karisma FACE Rh Collagen,Karisma FACE Rh Collagen,no_local_spec_rows,
