optimization_group,optimization_group_title,work_mode,optimization_score,company,brand,standard_product_name,track,form,verification_status,direct_official_urls,fuzzy_official_urls,direct_spec_candidates,fuzzy_spec_candidates,registration_rows,official_indication_rows,mdr_ce_candidate_rows,lead_official_url,lead_spec_url,lead_registration_url,issues,improvement_reason,recommended_next_action,product_id,seed_record_id
H_closed_monitor,H. 已闭合，仅保留观察,观察,22,Merz,NEOCUTIS,Growth Factor Skincare,Regenerative,Growth Factor,official_product_and_spec_cross_checked,31,0,31,0,2,0,15,https://www.merzaesthetics.ca/neocutis/neocutis-home/,https://www.neocutis.com/product/bio-serum-firm/,https://neocutis.com/,no_reviewed_differentiator | priority_company | has_review_leads,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_ed8770b8d4e9,REC_0814
H_closed_monitor,H. 已闭合，仅保留观察,观察,22,Merz,Ultherapy PRIME,Next-Gen MFU-V System,EBD,HIFU,official_evidence_promoted,35,0,38,0,2,1,15,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243035.pdf,https://merzaesthetics.com/app/uploads/2024/09/1015390IFU-Rev-01-US-Ultherapy-Prime.pdf,https://ultherapy.com/ifu,no_reviewed_differentiator | priority_company | has_review_leads,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_6bda158298b5,REC_0812
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Advance Esthetic,Adonyss,CarbonFrax CO2,EBD,Laser,official_product_and_spec_cross_checked,1,0,2,0,2,2,0,https://adonyss.com/,https://adonyss.com/,https://adonyss.com/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_33179537cdb0,REC_1015
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Advance Esthetic,Adonyss,DioPulse 808,EBD,Laser,official_product_and_spec_cross_checked,1,0,2,0,2,2,0,https://adonyss.com/,https://adonyss.com/,https://adonyss.com/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_45abd3fb8d0f,REC_1016
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Advance Esthetic,Adonyss,T-Novation,EBD,Laser,official_product_and_spec_cross_checked,1,0,2,0,2,2,0,https://adonyss.com/,https://adonyss.com/,https://adonyss.com/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_d62d3a7c92a7,REC_1017
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Advance Esthetic,Adonyss,OxiPulse,EBD,Professional Treatment,official_product_and_spec_cross_checked,1,0,2,0,2,2,0,https://adonyss.com/,https://adonyss.com/,https://adonyss.com/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_0893e694f1bc,REC_1018
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Advance Esthetic,Zemits,CoolRestore Elegance,EBD,Cryotherapy,official_product_and_spec_cross_checked,1,0,2,0,2,2,0,https://a-estetic.mx/,https://a-estetic.mx/,https://a-estetic.mx/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_29eaf263abd0,REC_1019
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Advance Esthetic,Zemits,DermeLuxx,EBD,Skin Management,official_product_and_spec_cross_checked,1,0,2,0,2,2,0,https://a-estetic.mx/,https://a-estetic.mx/,https://a-estetic.mx/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_b422f27c855e,REC_1020
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Advance Esthetic,Zemits,Verstand HD / Pro,EBD,HIFU,official_product_and_spec_cross_checked,1,0,2,0,2,2,0,https://a-estetic.mx/,https://a-estetic.mx/,https://a-estetic.mx/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_6289d7eb34b2,REC_1021
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Advance Esthetic,Zemits,Abigon Pro,EBD,Radiofrequency,official_product_and_spec_cross_checked,1,0,2,0,2,2,0,https://a-estetic.mx/,https://a-estetic.mx/,https://a-estetic.mx/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_0d1965ab30a5,REC_1022
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Allergan,BOTOX Cosmetic,Botulinum Toxin Type A (肉毒毒素),Injectables,Neurotoxin,official_product_and_spec_cross_checked,9,0,26,0,5,4,0,https://www.allerganaesthetics.com/,https://www.allerganaesthetics.com/,https://api.fda.gov/drug/label.json?search=openfda.brand_name%3A%22BOTOX%20COSMETIC%22&limit=1,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_5c8b3a5a2cc4,REC_0094
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Allergan,Juvéderm Ultra Plus XC,HA Filler for Facial Wrinkles and Folds,Injectables,Dermal Filler,official_product_and_spec_cross_checked,13,0,13,0,1,1,0,https://www.juvederm.com/,https://www.juvederm.com/,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P050047S005,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_8f0762df3c65,TOPLINE_ALLERGAN_JUVEDERM_ULTRA_PLUS_XC_20260530
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Allergan,Kybella / Belkyra,Deoxycholic Acid (submental fat injection),Injectables,Lipolytic,official_product_and_spec_cross_checked,10,0,33,0,5,3,0,http://www.allerganaesthetics.com/treatment-areas/facial-aesthetics,https://hcp.mykybella.com/content/dam/hcp-kybella/pdf/kybella_pi.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/206333lbl.pdf,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_739853cc57c1,REC_0387
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Alma Lasers,Accent Prime,热拉提/黄金热拉提,EBD,Radiofrequency,official_product_and_spec_cross_checked,17,0,51,0,3,3,0,https://alma-lasers.com/,https://almalasers.kz/apparaty/accent-prime/,https://almalasers.com/product/accent-prime/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_50516f4ce2bb,REC_0009
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Alma Lasers,Alma TED,Trans-Epidermal Drug Delivery,EBD,Hair Restoration,official_document_cross_checked,15,0,19,0,2,1,0,https://almainc.com/ca/products/almated,https://almainc.com/ca/products/almated,https://almainc.com/product/alma-ted/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_010fb5238182,REC_0029
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Alma Lasers,Opus Plasma,等离子体治疗,EBD,Plasma,official_product_and_spec_cross_checked,23,0,65,0,2,2,0,https://alma-lasers.com.au/knowledge-booster/skin-resurfacing-better-results-less-downtime/,https://rockbottomlasers.com/,https://almalasers.com/product/opus/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_eebac4cbd309,REC_0522
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Alma Lasers,Soprano Titanium / Ice Platinum,半导体脱毛激光,EBD,Laser,official_product_and_spec_cross_checked,17,0,61,0,3,3,0,https://alma-lasers.com.au/product/soprano-ice-platinum/,https://alma-soprano.nl/,https://www.alma-soprano.com/soprano-ice-platinum/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_b2c8abf17aa4,REC_0675
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,BTL,EMTONE,RF + Mechanical Cellulite Treatment,EBD,Radiofrequency,official_product_and_spec_cross_checked,13,0,13,0,1,1,0,https://bodybybtl.com/solutions/emtone,https://bodybybtl.com/solutions/emtone,https://bodybybtl.com/solutions/emtone,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_b2ff5bd02cc5,TOPLINE_BTL_EMTONE_20260530
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Caregen,Aquashine,Aquashine,Injectables,Skin Booster,official_product_and_spec_cross_checked,1,0,2,0,4,1,0,https://www.caregen.com/,https://www.caregen.com/,https://www.caregen.com/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_8e5a747e9769,REC_0932
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Caregen,Pelo Baum,Pelo Baum,Skincare,Cosmeceutical,official_document_cross_checked,21,0,38,0,1,0,0,https://www.careconcept.biz/pelo-baum/,https://fda.report/DailyMed/7264ecf0-df81-4692-899e-8ae016e4a59a,,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_e5f39ad0ebaf,REC_0935
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Caregen,Pelo Baum / Renokin,Post-Procedure,Skincare,Cosmeceutical,official_document_cross_checked,15,0,13,0,1,0,0,http://caregen.co.kr/eng/brandportfolio/,http://dermaheal.co.kr/about/about.php?m=history,,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_0f86d4d1a826,REC_0535
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Classys,AQUAPURE,AQUAPURE,Skincare,Cosmeceutical,official_product_and_spec_cross_checked,23,0,39,0,1,1,0,https://bioskin.it/en/classys-aquapure-improves-skin-tone/,https://classys.co.kr/product/aquapure-ll/,https://eclassys.com/product/aquapure/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_3400c9753eb0,REC_0915
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,DEKA,Onda / Onda Plus,Microwave Body Contouring,EBD,Body Contouring,official_document_cross_checked,19,0,19,0,1,1,0,https://dekalaser.com/products/onda/,https://dekalaser.com/products/onda/,https://technologies.dekalaser.com/it-IT/productdocuments-request.aspx?doc=3084&item=OndaPlus,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_248a221a7e3b,REC_0516
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Fotona d.o.o.,Fotona,XS Dynamis,EBD,Laser,official_product_and_spec_cross_checked,24,0,36,0,1,1,0,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=k143723,https://www.fotona.com/media/documents/aesthetics/94437_ce_eng_v7_fotona_dynamis_brochure_march_17_web.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf14/K143723.pdf,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_b9c55f50d753,REC_1002
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Fotona d.o.o.,TimeWalker,TimeWalker II NightLase,EBD,Laser,official_product_and_spec_cross_checked,41,0,46,0,1,0,0,https://www.fotona.com/en/aesthetics,https://www.fotona.com/en/products/,http://www.fotona.com/en/aesthetics/products/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_0a209ceda803,REC_1000
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Galderma,Alastin,Regenerating Skin Nectar,Skincare,Cosmeceutical,official_product_and_spec_cross_checked,26,0,36,0,1,0,0,https://alastin.ca/products/regenerating-skin-nectar,https://alastin.com/products/regenerating-skin-nectar,https://alastin.com/products/regenerating-skin-nectar?designate-location=18882,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_22738c55d605,REC_0023
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Galderma,Alluzience,Ready-to-Use Liquid BoNT-A,Injectables,Neurotoxin,official_document_cross_checked,5,0,7,0,2,1,0,https://www.galderma.com/our-strategy,https://www.galderma.com/news/alluziencer-first-ready-use-bont-neuromodulator-receives-positive-decision-use-europe,https://www.galderma.com/galderma-aesthetics,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_2dc6158c17cc,REC_0805
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Galderma,Cetaphil,Gentle Skin Cleanser,Skincare,Cosmeceutical,official_product_and_spec_cross_checked,27,0,61,0,1,0,0,https://www.cetaphil.ca/en/cleansers/gentle-skin-cleanser/772618047103.html,https://www.cetaphil.co.za/,,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_cce4c2f61882,REC_0114
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Galderma,Dysport / Azzalure,AbobotulinumtoxinA,Injectables,Neurotoxin,official_product_and_spec_cross_checked,12,0,53,0,5,3,0,https://www.dysportusa.com/,https://www.galderma.com/sites/default/files/inline-files/Dysport-Aesthetic%20Product%20Monograph.pdf,https://www.dysportusa.com/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_a3fda2457621,REC_0211
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Galderma,Relfydess,RelabotulinumtoxinA,Injectables,Neurotoxin,official_product_and_spec_cross_checked,12,0,55,0,2,1,0,http://galderma.com/glance,https://www.galderma.com/au/sites/default/files/Relyfdess_CMI_ApprovedJuly2024.pdf,https://www.galderma.com/galderma-aesthetics,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_9e543e0b57e7,REC_0806
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Galderma,Restylane Defyne,HA Filler for Deep Facial Folds,Injectables,Dermal Filler,official_product_and_spec_cross_checked,13,0,13,0,1,1,0,https://www.galderma.com/news/galderma-receives-fda-approval-restylaner-kysse-new-hyaluronic-acid-ha-filler-specifically,https://www.galderma.com/news/galderma-receives-fda-approval-restylaner-kysse-new-hyaluronic-acid-ha-filler-specifically,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P140029,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_93db7892de5b,TOPLINE_GALDERMA_RESTYLANE_DEFYNE_20260530
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Hugel,Letybo / Botulax,Letybo (LetibotulinumtoxinA),Injectables,Neurotoxin,official_product_and_spec_cross_checked,5,0,25,0,5,3,0,https://hugel-aesthetics.com/,https://hugel-aesthetics.com/,https://hugel-aesthetics.com/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_d1a2783c56d8,REC_0395
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,MemoryGel Breast Implants,Implants,Breast Implant,official_product_page_cross_checked,1,0,4,0,1,1,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/products/aesthetics-and-reconstructive-surgery/breast-augmentation/mentor-memorygel-breast-implants/,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?ID=P030053,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_13c8f773fd69,REC_0436
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,MemoryGel Xtra Breast Implants,Implants,Breast Implant,official_product_page_cross_checked,1,0,3,0,2,2,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/products/aesthetics-and-reconstructive-surgery/breast-augmentation/mentor-memorygel-xtra-breast-implants/,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?ID=P030053S056,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_1d56ffeaedeb,REC_1039
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,MemoryGel BOOST Breast Implants,Implants,Breast Implant,official_product_page_cross_checked,1,0,3,0,1,1,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/products/aesthetics-and-reconstructive-surgery/breast-augmentation/mentor-memorygel-boost-breast-implant/,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P030053S051,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_99ec906bf146,REC_1040
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,MemoryGel Enhance Breast Implants,Implants,Breast Implant,official_product_page_cross_checked,1,0,3,0,1,1,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/products/aesthetics-and-reconstructive-surgery/breast-augmentation/mentor-memorygel-enhance-breast-implants/,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P030053S069,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_63c08792fbeb,REC_1041
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,MemoryShape Breast Implants,Implants,Breast Implant,official_product_page_cross_checked,1,0,3,0,1,1,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/taxonomy/term/101,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?ID=P060028,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_0b6cab2e9b82,REC_1042
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,Saline-Filled Breast Implants,Implants,Breast Implant,official_product_page_cross_checked,1,0,3,0,1,1,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/taxonomy/term/101,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?ID=P990075,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_a764105724d2,REC_1043
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,SPECTRUM Adjustable Saline Breast Implants,Implants,Breast Implant,official_product_page_cross_checked,1,0,3,0,1,1,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/taxonomy/term/101,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?ID=P990075,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_d6265c8188cc,REC_1044
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,CPX4 Breast Tissue Expanders,Implants,Breast Reconstruction,official_product_page_cross_checked,1,0,3,0,1,0,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/products/aesthetics-and-reconstructive-surgery/breast-augmentation/mentor-cpx4-breast-tissue-expanders/,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_887cd9ed1e96,REC_1045
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,CPX4 Plus Enhance Breast Tissue Expander,Implants,Breast Reconstruction,official_product_page_cross_checked,1,0,3,0,1,1,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/products/aesthetics-and-reconstructive-surgery/breast-reconstruction/mentor-cpx-4-plus-enhance-breast-tissue-expander/,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241918.pdf,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_c5b300d3de90,REC_1046
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,ARTOURA PLUS Breast Tissue Expanders,Implants,Breast Reconstruction,official_product_page_cross_checked,1,0,3,0,1,0,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/products/aesthetics-and-reconstructive-surgery/breast-reconstruction/mentor-artoura-plus-breast-tissue-expanders/,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_a55dd6461778,REC_1047
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,Mentor,Volume Sizing System,Consumables,Surgical Accessories,official_product_page_cross_checked,1,0,2,0,1,0,0,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,https://www.jnjmedtech.com/en-US/products/aesthetics-and-reconstructive-surgery/breast-augmentation/mentor-volume-sizing-system/,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_b16294ba00c9,REC_1048
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Johnson & Johnson,NeoStrata,ProSystem Peels,Skincare,Chemical Peel,official_document_cross_checked,15,0,17,0,1,1,0,https://www.aestheticsource.com/products/neostrata%C2%AE-product-brochure,https://www.upcitemdb.com/upc/732013300548,http://neostrata.com.sg/prosystem-peel-system/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_3085e0e2ea0a,REC_0486
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Medytox,NEWLUX,Botulinum Toxin Type A 100U,Injectables,Neurotoxin,official_product_and_spec_cross_checked,13,0,13,0,2,1,0,https://medytox.com/page/newlux?site_id=en,https://medytox.com/page/newlux?site_id=en,https://medytox.com/page/newlux?site_id=en,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_a85c058406fc,TOPLINE_MEDYTOX_NEWLUX_20260530
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Medytox,Neuramis Light,HA Filler for Superficial,Injectables,Dermal Filler,official_product_and_spec_cross_checked,5,0,6,0,1,1,0,https://koreanfillers.com/product/neuramis-light/,https://koreanfillers.com/product/neuramis-light/,http://www.medytoxacademy.com/page/neuramis,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_d9e270e32e4c,REC_0884
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Merz,Xeomin / Bocouture,Xeomin (IncobotulinumtoxinA),Injectables,Neurotoxin,official_product_and_spec_cross_checked,12,0,38,0,3,2,0,https://merzaesthetics.com/products/,https://www.xeominaesthetic.com/wp-content/uploads/2024/07/xeomin-pi-med-guide.pdf,https://merztherapeutics.com/us/products/xeomin/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_4bda0a95d0de,REC_0772
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Sinclair Pharma,MaiLi,MaiLi (Precise/Define/Extreme/Volume),Injectables,Dermal Filler,official_product_and_spec_cross_checked,13,0,14,0,2,2,0,https://maili.com/uk/physicians,https://maili.com/uk/physicians,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_0312a9818883,REC_0424
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Skin Tech,Aesthetic Dermal,Aesthetic Dermal,Skincare,Professional,official_product_and_spec_cross_checked,2,0,3,0,2,2,0,https://www.skintechpharmagroup.com/products/brands/aesthetic-dermal/,https://www.skintechpharmagroup.com/products/brands/aesthetic-dermal/,https://aestheticpharma.com/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_4988f54a5b88,REC_SKINTECH_AESTHETIC_DERMAL
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Skin Tech,Benebellum,Benebellum,Skincare,Cosmeceutical,official_commercial_fact_corrected,1,0,1,0,1,1,0,https://www.skintechpharmagroup.com/products/brands/benebellum/,https://www.skintechpharmagroup.com/products/brands/benebellum/,https://www.skintechpharmagroup.com/products/brands/benebellum/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_bbc0007dbd48,REC_SKINTECH_BENEBELLUM
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Skin Tech,HAPPY intim,HAPPY intim,Skincare,Professional,official_product_and_spec_cross_checked,2,0,3,0,2,2,0,https://www.skintechpharmagroup.com/products/brands/happy-intim/,https://www.skintechpharmagroup.com/products/brands/happy-intim/,https://skintechpharmagroup.nl/producten/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_a990215455d6,REC_SKINTECH_HAPPY_INTIM
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Skin Tech,Peel2Glow,Peel2Glow,Skincare,Cosmeceutical,official_commercial_fact_corrected,1,0,1,0,1,0,0,https://www.skintechpharmagroup.com/products/brands/peel2glow/,https://www.skintechpharmagroup.com/products/brands/peel2glow/,,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_ef673f39c229,REC_SKINTECH_PEEL2GLOW
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Skin Tech,RRS,RRS HA Tensor Lift,Injectables,Skin Booster,official_product_and_spec_cross_checked,27,0,43,0,1,0,0,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-long-lasting/,https://www.skintechpharmagroup.bg/products/injections/rrs-ha-tensor-lift,https://asc-advancedskincare.com/en/2021/12/13/rrs-mesotherapy/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_5c3441c05358,REC_0622
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Skin Tech,RRS,RRS HA Injectable,Injectables,Skin Booster,official_product_and_spec_cross_checked,27,0,66,0,1,1,0,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-long-lasting/,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-injectable/,https://www.skintechpharmagroup.com/new-rrs-ha-long-lasting-2/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_a0b846031cf4,REC_0623
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Skin Tech,RRS,RRS HA Eyes,Injectables,Skin Booster,official_product_and_spec_cross_checked,27,0,50,0,1,0,0,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-long-lasting/,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-eyes/,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-eyes/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_916e002716fe,REC_0624
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Skin Tech,RRS,RRS HA Cellutrix,Injectables,Mesotherapy,official_product_and_spec_cross_checked,27,0,34,0,1,1,0,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-long-lasting/,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-cellutrix/,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-cellutrix/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_87f54cf5223f,REC_0625_CELLUTRIX
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Skin Tech,RRS HA Long Lasting,RRS HA Long Lasting,Injectables,Dermal Filler,official_product_and_spec_cross_checked,1,0,27,0,2,0,0,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-long-lasting/,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-long-lasting/,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-long-lasting/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_9dc8a1da4d72,REC_0622_RRS_HA_LONG_LASTING
H_closed_monitor,H. 已闭合，仅保留观察,观察,15,Skin Tech,Reparestim,Reparestim,Skincare,Professional,official_product_and_spec_cross_checked,2,0,3,0,2,2,0,https://www.skintechpharmagroup.com/products/brands/reparestim/,https://www.skintechpharmagroup.com/products/brands/reparestim/,https://www.skintechpharmagroup.com/products/brands/skin-tech/,priority_company,当前无需处理，作为低频观察项。,Keep as lower-priority monitoring item.,prod_2cd7e133c620,REC_SKINTECH_REPARESTIM
