seed_record_id,product_id,company,brand,standard_product_name,score,source_url,title,official_candidate,confidence,query_type,indication
REC_0497,prod_95127b4e1783,Candela,Nordlys,IPL / Multi-platform,95,https://candelamedical.com/press-releases/candela-announces-fda-clearance-of-new-indication-for-matrix-multi-application-radiofrequency-skin-platform/,Candela Announces FDA-Clearance of New Indication for Matrix™ Multi-Application Radiofrequency Skin Platform | Candela Medical,likely,official_domain_candidate,product_certificate_registration,"Cleared for use in general dermatological procedures involving hemostasis and electrocoagulation.; The Matrix multi-application RF skin platform is equipped with three distinct modalities of RF energy to tighten, tone, and improve skin texture at various stages of the aging journey through its Sublime®, Sublative™, and Matrix Pro® applicators."
REC_0569,prod_d5cee00a7fe9,Caregen,Prostrolane Series,Peptide Dermal Filler,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_ifu_labeling,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0166,prod_f72f3e4d0e72,Caregen,Dermaheal / Aquashine,Skin Booster / Meso,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_ifu_labeling,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0933,prod_3db628294f2c,Caregen,Dermaheal,Dermaheal,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_ifu_labeling,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0569,prod_d5cee00a7fe9,Caregen,Prostrolane Series,Peptide Dermal Filler,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_official_page,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0166,prod_f72f3e4d0e72,Caregen,Dermaheal / Aquashine,Skin Booster / Meso,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_official_page,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0933,prod_3db628294f2c,Caregen,Dermaheal,Dermaheal,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_official_page,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0569,prod_d5cee00a7fe9,Caregen,Prostrolane Series,Peptide Dermal Filler,87,https://cutismedical.com/shop/fillers/caregen-prostrolane-natural-b-2-2ml/,Caregen. Prostrolane Natural-B 2*2ml ☜❶☞ Cutis Medical,possible,product_official_search_candidate,product_ifu_labeling,"Indicated for mid-to-deep dermis implantation for the correction of moderate to severe facial wrinkles and folds, perioral lines, nasolabial folds and marionette lines."
REC_0569,prod_d5cee00a7fe9,Caregen,Prostrolane Series,Peptide Dermal Filler,87,https://www.directdermasupplies.com/prostrolane,Buy Prostrolane Online | Sustained Release HA + Peptide Fillers,possible,product_official_search_candidate,product_ifu_labeling,"Is indicated for whitening, toning and reducing skin pigmentations.; Prostrolane Natural-B is ideal for correcting moderate to severe facial wrinkles, folds and perioral lines."
REC_0569,prod_d5cee00a7fe9,Caregen,Prostrolane Series,Peptide Dermal Filler,62,https://kinamihealth.com/brand/prostrolane/,Buy Prostrolane Products Online at Kinami Health,possible,product_official_search_candidate,product_official_page,"Indications, with emphasis on more delicate or sensitive areas, supporting enhanced skin conditioning and refinement.; Prostrolane Blanc-B: Targets pigmentation concerns, helping improve skin brightness and create a more even tone."
REC_0569,prod_d5cee00a7fe9,Caregen,Prostrolane Series,Peptide Dermal Filler,75,https://glowhealth.eu/product/revofil-fine/,Buy Revofil Fine – Hydrate and Revitalise Skin,possible,product_official_search_candidate,product_official_page,"Indicated for correction of fine lines, superficial wrinkles, and minor skin depressions.; It uses the power of cross-linked hyaluronic acid combined with biometric peptides to hydrate and nourish the skin."
REC_0166,prod_f72f3e4d0e72,Caregen,Dermaheal / Aquashine,Skin Booster / Meso,62,https://frayamedsupply.com/us/product/revofil-aquashine-br-soft-filler/,Revofil Aquashine BR Soft Filler 2ml — Skin Booster | Fräya US,possible,product_official_search_candidate,product_ifu_labeling,"Indications; Skin brightening, hydration, fine lines in face, neck, décolleté."
REC_0569,prod_d5cee00a7fe9,Caregen,Prostrolane Series,Peptide Dermal Filler,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_ifu_labeling,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0166,prod_f72f3e4d0e72,Caregen,Dermaheal / Aquashine,Skin Booster / Meso,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_ifu_labeling,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0933,prod_3db628294f2c,Caregen,Dermaheal,Dermaheal,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_ifu_labeling,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0569,prod_d5cee00a7fe9,Caregen,Prostrolane Series,Peptide Dermal Filler,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_official_page,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle vo.
REC_0166,prod_f72f3e4d0e72,Caregen,Dermaheal / Aquashine,Skin Booster / Meso,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_official_page,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle vo.
REC_0933,prod_3db628294f2c,Caregen,Dermaheal,Dermaheal,62,https://sanoplast.de/en/brand/dermaheal/,Dermaheal: Biomimetic Peptide Mesotherapy by Caregen | Sanoplast,possible,product_official_search_candidate,product_official_page,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle vo.
REC_0108,prod_a8401ea0624d,Cha Meditech,Celltermi,Skin Booster,62,https://febomed.com/product/cellbooster-lift/,CELLBOOSTER® LIFT - FeboMed,possible,product_official_search_candidate,product_ifu_labeling,"Indications– The device is a resorbable injectable implant for use in the epidermis or dermis for diminishing moderate skin depression and providing dermis re-densification and provides deep hydration, and improvement with microcirculation."
REC_0265,prod_2d4a8fd2cc8a,Cha Meditech,Exosome Skin Booster,Exosome,62,https://febomed.com/product/cellbooster-lift/,CELLBOOSTER® LIFT - FeboMed,possible,product_official_search_candidate,product_ifu_labeling,"Indications– The device is a resorbable injectable implant for use in the epidermis or dermis for diminishing moderate skin depression and providing dermis re-densification and provides deep hydration, and improvement with microcirculation."
REC_0723,prod_f3ac7de00cf3,Classys,Ultraformer III / MPT (Shurink),HIFU (Ultrasound),83,https://eclassys.com/company/history/,History | CLASSYS,likely,official_domain_candidate,product_certificate_registration,Intended use (wrinkle improvement) of ULTRAFORMER III (SHURINK) to the Ministry of Food and Drug Safety; 04.; Selected as the Global IP Start-up Selected as the Global Small Giant.
REC_0225,prod_ba2124d5992a,Cocoon Medical,Elysion-Pro,Diode Laser,101,https://www.homemedicallaser.com/product/cocoon-primelase-diode-laser-810nm/,Cocoon PRIMELASE Diode Laser 810nm - HOME MEDICAL LASER,likely,product_official_domain_candidate,product_ifu_labeling,Intended for permanent reduction in hair regrowth.; Treatment of Pseudofolliculitis barbae (PFB).
REC_0634,prod_4acbb96379cb,Cynosure,SculpSure,Submental Fat,95,https://www.cynosure.com/product/sculpsure/,Body Contouring Machine | SculpSure® | Cynosure,likely,official_domain_candidate,product_certificate_registration,Is intended for clients with a BMI up to 30.; Patients contouring the submental area can have a BMI of up to 49.
REC_0468,prod_38970f165cf3,DEKA,Motus AX / AY,Alexandrite Laser,95,https://technologies.dekalaser.com/es-es/product.aspx?item=MotusAY,Motus AY hair removal & vascular lesions - laser for Dermatology - DEKA,likely,official_domain_candidate,product_certificate_registration,"Is indicated for skin age and sun spots progressively heating the pigmented lesions.; Moveo SR: Focus on Skin Rejuvenation The multipass controlled action of MOVEO SR causes a progressive increase in heat at dermal level, which stimulates a neocollagenic process."
REC_0897,prod_4a55b313638e,DEKA,Motus PRO,MOVEO Pain-Free Hair Removal,95,https://technologies.dekalaser.com/es-es/product.aspx?item=MotusAY,Motus AY hair removal & vascular lesions - laser for Dermatology - DEKA,likely,official_domain_candidate,product_certificate_registration,"Is indicated for skin age and sun spots progressively heating the pigmented lesions.; Moveo SR: Focus on Skin Rejuvenation The multipass controlled action of MOVEO SR causes a progressive increase in heat at dermal level, which stimulates a neocollagenic process."
REC_0899,prod_de4fe30d53c9,DEKA,Onda PRO,Coolwaves Microwave,95,https://technologies.dekalaser.com/es-ES/productdocuments-request.aspx?doc=3084&item=Onda_Pro,Onda Pro - Productos - Dekalaser,likely,official_domain_candidate,product_certificate_registration,Indicated for treatment of Cellulite and Localized Adiposity: Recommendations of the “Onda Coolwaves” International Advisory Board Hoffmann M.D.; et al; Bioengineering.
REC_0899,prod_de4fe30d53c9,DEKA,Onda PRO,Coolwaves Microwave,95,https://technologies.dekalaser.com/it-IT/productdocuments-request.aspx?doc=3084&item=OndaPlus,Onda Plus - Prodotti - Dekalaser,likely,official_domain_candidate,product_certificate_registration,Indicated for treatment of Cellulite and Localized Adiposity: Recommendations of the “Onda Coolwaves” International Advisory Board Hoffmann M.D.; et al; Bioengineering.
REC_0899,prod_de4fe30d53c9,DEKA,Onda PRO,Coolwaves Microwave,95,https://technologies.dekalaser.com/it-IT/productdocuments-request.aspx?doc=3084&item=OndaPlus,Onda Plus - Prodotti - Dekalaser,likely,official_domain_candidate,product_ifu_labeling,Indicated for treatment of Cellulite and Localized Adiposity: Recommendations of the “Onda Coolwaves” International Advisory Board Hoffmann M.D.; et al; Bioengineering.
REC_0747,prod_f487b78b371b,Daeyang Medical,VinuShape,Body Contouring,50,https://creativeskin.com.ph/product/multishape-mini/,Multishape Mini - Creative Skin,possible,product_official_search_candidate,product_ifu_labeling,"Indications Face Lifting, Collagen Remodeling, Cellulite Reduction, Skin Tightening Wrinkle reduction, Body Slimming & Contouring."
REC_0276,prod_1104b252f1d2,Daeyang Medical,Focus Dual,HIFU + RF Microneedling,72,https://lynton.co.uk/wp-content/uploads/2020/12/Focus-Dual-Brochure.pdf,Focus Dual Brochure.indd,possible,product_official_search_candidate,product_ifu_labeling,"Indications such as scars and wrinkles and helps to improve the overall appearance and rejuvenation of skin.; Radiofrequency (RF) induces thermal trauma to stimulate neocollagenesis in deep layers of the skin, creating stronger, firmer skin to help with concerns such as wrinkles and laxity."
REC_0400,prod_8438280d11e4,Daeyang Medical,Liftron,RF Microneedling,62,https://creativeskin.com.ph/product/liftron-infrax/,Liftron Infrax - Creative Skin,possible,brand_official_search_candidate,product_ifu_labeling,"Indications Skin Tightening & Rejuvenation, Wrinkle & Scar Reduction, Stretch Mark Reduction."
REC_0400,prod_8438280d11e4,Daeyang Medical,Liftron,RF Microneedling,62,https://creativeskin.com.ph/product/liftron-infrax/,Liftron Infrax - Creative Skin,possible,brand_official_search_candidate,product_official_page,"Indications Skin Tightening & Rejuvenation, Wrinkle & Scar Reduction, Stretch Mark Reduction."
REC_0134,prod_aadef274ea7b,Deleo,CRISTAL Fit,HI-EMS,70,https://www.deleo-medical.com/en/cristal-pro/,Cryolipolysis and body contouring technology - Deleo,likely,official_domain_candidate,official_product_portfolio,"Indication : Treatment of pseudogynecomastia defined as localized subareolar fat in men.; Aesthetic indication : Reduction of localized fat deposits in different areas of the body: abdomen, thighs, arms, flanks, chin, knees."
REC_0134,prod_aadef274ea7b,Deleo,CRISTAL Fit,HI-EMS,70,https://www.deleo-medical.com/en/cristal-pro/,Cryolipolysis and body contouring technology - Deleo,likely,official_domain_candidate,official_product_portfolio,"Indication : Treatment of pseudogynecomastia defined as localized subareolar fat in men.; Aesthetic indication : Reduction of localized fat deposits in different areas of the body: abdomen, thighs, arms, flanks, chin, knees."
REC_0134,prod_aadef274ea7b,Deleo,CRISTAL Fit,HI-EMS,70,https://www.deleo-medical.com/en/cristal-pro/,Cryolipolysis and body contouring technology - Deleo,likely,official_domain_candidate,product_ifu_labeling,"Indication : Treatment of pseudogynecomastia defined as localized subareolar fat in men.; Aesthetic indication : Reduction of localized fat deposits in different areas of the body: abdomen, thighs, arms, flanks, chin, knees."
REC_0134,prod_aadef274ea7b,Deleo,CRISTAL Fit,HI-EMS,70,https://www.deleo-medical.com/en/cristal-pro/,Cryolipolysis and body contouring technology - Deleo,likely,official_domain_candidate,product_official_page,"Indication : Treatment of pseudogynecomastia defined as localized subareolar fat in men.; Aesthetic indication : Reduction of localized fat deposits in different areas of the body: abdomen, thighs, arms, flanks, chin, knees."
REC_0134,prod_aadef274ea7b,Deleo,CRISTAL Fit,HI-EMS,70,https://www.deleo.co.uk/en/cristal-pro/,Cristal-Pro - Cryolipolysis and body contouring technology - Deleo,likely,official_domain_candidate,product_official_page,"Indication : Treatment of pseudogynecomastia defined as localized subareolar fat in men.; Aesthetic indication : Reduction of localized fat deposits in different areas of the body: abdomen, thighs, arms, flanks, chin, knees."
REC_0134,prod_aadef274ea7b,Deleo,CRISTAL Fit,HI-EMS,70,https://www.deleo-medical.com/en/cristal-fit/,CRISTAL FIT: high intensity electromagnetic fields - Deleo,likely,official_domain_candidate,product_certificate_registration,Indication : Treatment of urinary incontinence and pelvic floor muscle strengthning.; CRISTAL Fit® by Deleo.
REC_0457,prod_0924b252ed12,Dermaceutic,Milk Peel (奶滑酸),Chemical Peel,70,https://www.dermaceutic.com/en/blogs/news/what-is-a-superficial-peel-insights-from-the-milk-peel-case-study,What is a superficial peel? Insights from the Milk Peel case study,likely,official_domain_candidate,product_certificate_registration,Indication: Active acne; Phototype: III Protocol: Milk peel.
REC_0457,prod_0924b252ed12,Dermaceutic,Milk Peel (奶滑酸),Chemical Peel,95,https://www.dermaceutic.com/en/products/cosmp-peel-12,COSMO PEEL 12%,likely,official_domain_candidate,product_certificate_registration,"Indicated for treatment of solar lentigines, superficial pigmented lesions, and keratosis pilaris.; This product is a medical device and has to be used in-clinic only by a certified skin professional."
REC_0457,prod_0924b252ed12,Dermaceutic,Milk Peel (奶滑酸),Chemical Peel,95,https://dermaceutic.us/products/cosmo-peel-15-us,COSMO PEEL 15%,likely,official_domain_candidate,product_ifu_labeling,"Intended for wrinkles, textures irregularities, smoker's complexion and pigment disorders.; Controlled penetration thanks to buffered TCA."
REC_0457,prod_0924b252ed12,Dermaceutic,Milk Peel (奶滑酸),Chemical Peel,95,https://www.dermaceutic.co.za/cosmo-peel-treatment,MEDIUM PEELS | dermaceutic,likely,official_domain_candidate,product_ifu_labeling,"Intended for the treatment of solar and senile lentigines, pigmented lesions, elastosis.; Why choose Cosmo Peel ?."
REC_0457,prod_0924b252ed12,Dermaceutic,Milk Peel (奶滑酸),Chemical Peel,95,https://www.dermaceutic.com/en/products/cosmp-peel-12,COSMO PEEL 12%,likely,official_domain_candidate,product_ifu_labeling,"Indicated for treatment of solar lentigines, superficial pigmented lesions, and keratosis pilaris.; The Cosmo Peel 12% eliminates pigmented lesions, improve the condition of keratosis pilaris through an exfoliate effect, boosts collagen and elastin production, homogenize and revitalized the skin, improve appearance of wrinkles and signs of aging."
REC_0457,prod_0924b252ed12,Dermaceutic,Milk Peel (奶滑酸),Chemical Peel,95,https://www.dermaceutic.co.za/cosmo-peel-treatment,MEDIUM PEELS | dermaceutic,likely,official_domain_candidate,product_official_page,"Intended for the treatment of solar and senile lentigines, pigmented lesions, elastosis.; Why choose Cosmo Peel ?."
REC_0457,prod_0924b252ed12,Dermaceutic,Milk Peel (奶滑酸),Chemical Peel,95,https://www.dermaceutic.com/en/products/cosmp-peel-12,COSMO PEEL 12%,likely,official_domain_candidate,product_official_page,"Indicated for treatment of solar lentigines, superficial pigmented lesions, and keratosis pilaris.; The Cosmo Peel 12% eliminates pigmented lesions, improve the condition of keratosis pilaris through an exfoliate effect, boosts collagen and elastin production, homogenize and revitalized the skin, improve appearance of wrinkles and signs of aging."
REC_0170,prod_24428fdc6e75,DermapenWorld,Dermapen Home,Home Use,70,https://www.dermapenworld.com/en-us/packaging/packaging-mg-bl,N/A,likely,official_domain_candidate,product_ifu_labeling,Indications: Brightening and lightening the appearance of uneven skin tone.; Visibly dissolves the appearance of hyperpigmented affected skin concerns.
REC_0169,prod_3eeb761e39e2,DermapenWorld,Dermapen 4,Microneedling,70,https://www.dermapenworld.com/en-us/packaging/packaging-mg-bl,N/A,likely,official_domain_candidate,product_ifu_labeling,Indications: Brightening and lightening the appearance of uneven skin tone.; Visibly dissolves the appearance of hyperpigmented affected skin concerns.
REC_0770,prod_c70a978314aa,Dermaroller,XCellarisPRO Twist,Electric Microneedling,95,https://dermaroller.com/medical-microneedling/medical-indications/,Medical Indications for Microneedling: Dermaroller Treatment Options,likely,official_domain_candidate,product_ifu_labeling,"Indicated for treatment of all types of scars, especially acne scars, but also injury scars, burn scars and stretch marks.; ### Recommended needle length."
REC_0186,prod_a08ab337e76d,Dermoaroma,Dermoaroma PDRN,Mesotherapy,95,https://dermoaroma.com/products/volomis-medium/,Volomis Medium - Dermoaroma,likely,official_domain_candidate,official_product_portfolio,"Indicated for the correction of deep face wrinkles or folds and correction of nose imperfections.; The injected areas are glabellar area, nasolabial fold, nose, marionette lines, correction of lips."
REC_0185,prod_f313aab02c2e,Dermoaroma,Dermo Peel,Chemical Peel,95,https://dermoaroma.com/products/volomis-medium/,Volomis Medium - Dermoaroma,likely,official_domain_candidate,official_product_portfolio,"Indicated for the correction of deep face wrinkles or folds and correction of nose imperfections.; The injected areas are glabellar area, nasolabial fold, nose, marionette lines, correction of lips."
REC_0558,prod_30336ec4587c,Dives Med,Power Skin / Meso Series,Mesotherapy,62,https://puremed.com.pl/dives-med-skin-repair-5-ml,DIVES MED SKIN REPAIR 1x5ml nourishing cocktail for mesotherapy,possible,product_official_search_candidate,product_ifu_labeling,"INDICATIONS FOR THE PROCEDURE; ### • anti-wrinkle and anti-aging prevention • skin with visible signs of aging • flaccid and tension-free skin • dehydrative, expressive and gravitational wrinkles • grey, matte and lackluster skins • ""urban"" skins exposed to."
REC_0220,prod_b7b47ba01d84,Dongbang Medical,Elasty Threads,PDO Threads,87,https://astomed.fi/english/elasty-fine-2x1-ml.html,ELASTY FINE,possible,product_official_search_candidate,product_ifu_labeling,"Indicated for correction of deep uneven areas on the skin, for modeling the volume and contour of the lips.; Indications:."
REC_0220,prod_b7b47ba01d84,Dongbang Medical,Elasty Threads,PDO Threads,101,https://www.centralefillers.com/en/products/elasty-f,Elasty F 2x1ml DongBang - Filling for fine to medium wrinkles,likely,product_official_domain_candidate,product_ifu_labeling,"Intended for the safe and long-lasting filling of moderate wrinkles.; General Information Elasty F is a dermal filler product developed by DongBang Medical, recognized in the field of Korean medical technology."
REC_0220,prod_b7b47ba01d84,Dongbang Medical,Elasty Threads,PDO Threads,87,https://www.ellepharm.com/shop/0189-elasty-d-no-lidocaine-418,Elasty D - Buy Elasty D Korean filler,possible,product_official_search_candidate,product_ifu_labeling,"Indicated for introduction to the moderate-to-deep dermal layer that is perfectly suited for elimination of age-related skin changes as well as correction of face asymmetry and remodeling of chin, nose and cheek-bone shape."
REC_0068,prod_0514ecba49cc,Dongkook Pharma,Bellast (贝拉斯特),HA Dermal Filler,62,https://www.ellepharm.com/shop/0010-bellast-l-16,Bellast L Filler | Elle Pharm,possible,product_official_search_candidate,product_ifu_labeling,"Indications for use; deep wrinkles and folds,glabella wrinkles,lips augmentation,marionette lines (sadness lines),moderately pronounced wrinkles and folds,nasolabial folds."
REC_0332,prod_ff0ece9e27eb,Dongkook Pharma,Hyaron (海珠),HA Skin Booster,87,https://facepharmkorea.com/product/hyaron-prefilled-inj-2-5ml10-syr/,"HYARON Prefilled Inj. (2.5mL*10 syr) - FACEPHARM KOREA Co., Ltd.",possible,product_official_search_candidate,product_official_page,"Is intended for bio-revitalization of the skin experiencing the following problems: dehydration, excessive dryness, first signs of skin sagginess, wrinkles, pigmentation, linear atrophy, acne."
REC_0455,prod_88f11cb6bafb,Eclipse,MicroPen EVO,Microneedling,75,https://skincarenyc.com/cosmetic-dermatology/micro-needling-new-york/,Micro Needling new york – Skin care nyc,possible,product_official_search_candidate,product_official_page,"Indicated for treatment of the appearance of fine lines, acne scars and the improvement of the skin’s texture, tone and color.; During this procedure, the Eclipse MicroPen® is used to create controlled micro-Injuries to the skin in order to aid in the production of collagen and elastin."
REC_0160,prod_dbc971ebb3e8,El.En.,DEKA,Onda (Coolwaves),101,https://technologies.dekalaser.com/es-es/product.aspx?item=Again,Deka -> Products -> Again,likely,product_official_domain_candidate,product_ifu_labeling,Is indicated for skin age and sun spots progressively heating the pigmented lesions.; Moveo SR: Focus on Skin Rejuvenation The multipass-controlled action of MOVEO SR causes a prog.
REC_0161,prod_16627855997a,El.En.,DEKA,RedTouch PRO,101,https://technologies.dekalaser.com/es-es/product.aspx?item=Again,Deka -> Products -> Again,likely,product_official_domain_candidate,product_ifu_labeling,Is indicated for skin age and sun spots progressively heating the pigmented lesions.; Moveo SR: Focus on Skin Rejuvenation The multipass-controlled action of MOVEO SR causes a prog.
REC_0585,prod_b0d4ee4e961a,El.En.,Quanta System,Thunder MT,101,https://www.quantasystem.com/us/laser/discovery-pico-derm/,Discovery Pico Series - Aesthetic & Cosmetic Lasers - Quanta System,likely,product_official_domain_candidate,product_official_page,Indicated for: Square flat-top: tattoo removal Round flat-top: benign pigmented lesions Fractional handpiece: acne scars and wrinkles.; ## Multi-level picosecond effect.
REC_0160,prod_dbc971ebb3e8,El.En.,DEKA,Onda (Coolwaves),101,https://technologies.dekalaser.com/it-IT/productdocuments.aspx?item=Onda,Onda - Documentazione Scientifica e Brochure - Dekalaser,likely,product_official_domain_candidate,product_certificate_registration,Indicated for treatment of Cellulite and Localized Adiposity: Recommendations of the “Onda Coolwaves” International Advisory Board Hoffmann M.D.; et al; Bioengineering RICHIESTA DOCUMENTO.
REC_0161,prod_16627855997a,El.En.,DEKA,RedTouch PRO,101,https://technologies.dekalaser.com/it-IT/productdocuments.aspx?item=Onda,Onda - Documentazione Scientifica e Brochure - Dekalaser,likely,product_official_domain_candidate,product_certificate_registration,Indicated for treatment of Cellulite and Localized Adiposity: Recommendations of the “Onda Coolwaves” International Advisory Board Hoffmann M.D.; et al; Bioengineering RICHIESTA DOCUMENTO.
REC_0160,prod_dbc971ebb3e8,El.En.,DEKA,Onda (Coolwaves),101,https://technologies.dekalaser.com/it-IT/productdocuments.aspx?item=Onda,Onda - Documentazione Scientifica e Brochure - Dekalaser,likely,product_official_domain_candidate,product_ifu_labeling,Indicated for treatment of Cellulite and Localized Adiposity: Recommendations of the “Onda Coolwaves” International Advisory Board Hoffmann M.D.; et al; Bioengineering RICHIESTA DOCUMENTO.
REC_0161,prod_16627855997a,El.En.,DEKA,RedTouch PRO,101,https://technologies.dekalaser.com/it-IT/productdocuments.aspx?item=Onda,Onda - Documentazione Scientifica e Brochure - Dekalaser,likely,product_official_domain_candidate,product_ifu_labeling,Indicated for treatment of Cellulite and Localized Adiposity: Recommendations of the “Onda Coolwaves” International Advisory Board Hoffmann M.D.; et al; Bioengineering RICHIESTA DOCUMENTO.
REC_0053,prod_aee7452328e9,El.En.,Asclepion,QuadroStar PRO,101,https://asclepion.com/en/quadrostarpro_en/,QuadroStarPRO_EN - ASCLEPION,likely,product_official_domain_candidate,product_certificate_registration,"Indicated for treatment of superficial vessels and pigmented lesions.; With a maximum in haemoglobin absorption, the system is perfect for any laser specialist."
REC_0052,prod_a9d3f122f3d9,El.En.,Asclepion,MeDioStar Monolith,101,https://asclepion.com/en/quadrostarpro_en/,QuadroStarPRO_EN - ASCLEPION,likely,product_official_domain_candidate,product_certificate_registration,"Indicated for treatment of superficial vessels and pigmented lesions.; With a maximum in haemoglobin absorption, the system is perfect for any laser specialist."
REC_0053,prod_aee7452328e9,El.En.,Asclepion,QuadroStar PRO,76,https://asclepionuk.com/medical-aesthetic-devices/quadrostar-pro-yellow-aesthetic-laser-system/,QuadroStar PRO Yellow | 577nm Vascular Laser | Asclepion UK,likely,product_official_domain_candidate,product_certificate_registration,"Indications, pigmentation removal, and acne treatment.; Yes, the PROYELLOW laser is a medical-grade device that has been approved by regulatory agencies for use in medical and cosmetic procedures and is used in clinics across the world."
REC_0052,prod_a9d3f122f3d9,El.En.,Asclepion,MeDioStar Monolith,76,https://asclepionuk.com/medical-aesthetic-devices/quadrostar-pro-yellow-aesthetic-laser-system/,QuadroStar PRO Yellow | 577nm Vascular Laser | Asclepion UK,likely,product_official_domain_candidate,product_certificate_registration,"Indications, pigmentation removal, and acne treatment.; Yes, the PROYELLOW laser is a medical-grade device that has been approved by regulatory agencies for use in medical and cosmetic procedures and is used in clinics across the world."
REC_0053,prod_aee7452328e9,El.En.,Asclepion,QuadroStar PRO,101,https://asclepionuk.com/medical-aesthetic-devices/quadrostarpro-vascular-aesthetic/,QuadroStar PRO | Vascular Laser System | Asclepion UK,likely,product_official_domain_candidate,product_certificate_registration,"Indicated for treatment of superficial vessels & pigmented lesions, for skin types I-IV.; #### PROYELLOW."
REC_0052,prod_a9d3f122f3d9,El.En.,Asclepion,MeDioStar Monolith,101,https://asclepionuk.com/medical-aesthetic-devices/quadrostarpro-vascular-aesthetic/,QuadroStar PRO | Vascular Laser System | Asclepion UK,likely,product_official_domain_candidate,product_certificate_registration,"Indicated for treatment of superficial vessels & pigmented lesions, for skin types I-IV.; #### PROYELLOW."
REC_0053,prod_aee7452328e9,El.En.,Asclepion,QuadroStar PRO,87,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEX/K133297,"QUADROSTARPROGREEN, QUADROSTARPROYELLOW (K133297) — FDA 510(k) | Innolitics",possible,product_official_search_candidate,product_certificate_registration,Is intended for treatment of benign vascular and benign pigmented lesions.; The QuadroStarPROGREEN (wavelength: 532nm) is intended for vaporisation and photocoagulation of benign vascular and benign pigmented lesions in soft tissue.
REC_0053,prod_aee7452328e9,El.En.,Asclepion,QuadroStar PRO,76,https://asclepionuk.com/medical-aesthetic-devices/quadrostar-pro-yellow-aesthetic-laser-system/,QuadroStar PRO Yellow | 577nm Vascular Laser | Asclepion UK,likely,product_official_domain_candidate,product_ifu_labeling,"Indications, pigmentation removal, and acne treatment.; The PROYELLOW laser uses high-energy light pulses to penetrate the skin and target specific areas."
