spec_id,company_id,company,brand,product_family_id,product_family,target_product_id,spec_name,spec_value,spec_unit,spec_category,confidence,source_query_type,source_alignment,operational_status,responsible_module,next_action,source_page_url,source_title
spec_2450a55429ff,co_647ddd292d40,Bluecore,Fouri,pf_6be43ac04ce1,Hybrid Laser (CO2+Er:YAG),,energy_wavelength,0.5mm,,device_energy,official_search_excerpt_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.orion-tech.it/prodotti/bluecore-fouri/,Fouri by Bluecore Company - Orion S.r.l
spec_fbd832756d9c,co_c315a1a424b5,Dermalux,Tri-Wave MD,pf_170ecb881988,LED Phototherapy,,energy_wavelength,415nm,,device_energy,official_search_excerpt_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240222.pdf,N/A
spec_777a7cde0007,co_592c40ca0c6d,Wontech,Wontech,pf_d42d362a0304,Picocare 450 / Majesty,,energy_wavelength,532nm,,device_energy,official_site_spec_candidate,official_product_portfolio,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://wtlaser-en.com/,WONTECH
spec_21f2fcb4f749,co_056c77fd12f2,Bison Medical,Cynergy / Dual Yellow (Tech),pf_73eb1ff3262c,Copper Bromide Laser,,energy_wavelength,1064nm,,device_energy,official_site_spec_candidate,official_product_portfolio,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.komachine.com/en/companies/bison-medical/products/series/4368,"BISON MEDICAL, The Republic of Korea - Komachine Supplier Profile and Product List"
spec_976f44de5d5b,co_c315a1a424b5,Dermalux,Compact MD,pf_05f33110c47a,LED Phototherapy,,energy_wavelength,415 nm,nm,device_energy,official_search_excerpt_spec_candidate,product_official_page,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.praxisdienst.com/lu-en/produit/dermalux-compact-lite/150168,DERMALUX Compact Lite | Order Here
spec_b3a5a7d000c2,co_a5764a51df8b,Lumenis,LightSheer,pf_9754d9413e28,LightSheer QUATTRO,,energy_wavelength,1060nm,,device_energy,official_search_excerpt_spec_candidate,product_ifu_labeling,blocked_domain,medium_source_crosscheck,official_source_crosscheck,source alignment is blocked_domain,https://www.medicalexpo.com/prod/lumenis/product-78177-1053723.html,Hair removal laser   LightSheer® QUATTRO™ diode trolley-mounted
spec_bb25ef1fefdf,co_647ddd292d40,Bluecore,IRIS,pf_37152014f648,Q-Switched Nd:YAG,,energy_wavelength,585nm,,device_energy,official_search_excerpt_spec_candidate,product_ifu_labeling,blocked_domain,medium_source_crosscheck,official_source_crosscheck,source alignment is blocked_domain,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEX/K171648,BM.IRIS (K171648) — FDA 510(k) | Innolitics
spec_46448578e494,co_9ebcc3762c46,El.En.,Asclepion,pf_f4d98765a462,PicoStar,,energy_wavelength,532nm,,device_energy,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.accessdata.fda.gov/cdrh_docs/pdf13/K131757.pdf,N/A
spec_504af14af0ac,co_a48a6103f37e,Classys,SCIZER,pf_f155a0db99a6,SCIZER,,energy_wavelength,2Mhz,,device_energy,official_search_excerpt_spec_candidate,product_official_page,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.vennhealthcare.com/aesthetics-classys-scizer-hifu/,SCIZER by Classys - Venn Healthcare
spec_b9fd994a96e7,co_ec693910b97a,Vydence Medical,Etherea,pf_756e61da9e1d,Etherea-MX,,energy_wavelength,1064nm,,device_energy,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://medi-invest.eu/en/brand/vydencemedical/,VYDENCE® Medical - Medi Invest
spec_0327e77d5305,co_592c40ca0c6d,Wontech,PICOALEX,pf_ed7ab348fbf8,PICOALEX,,energy_wavelength,532nm,,device_energy,official_search_excerpt_spec_candidate,product_official_page,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://wtlaser-en.com/products,WONTECH
spec_64c3a4f6eec8,co_592c40ca0c6d,Wontech,SANDRO DUAL,pf_0443213fe78e,SANDRO DUAL,,energy_wavelength,1064nm,,device_energy,official_search_excerpt_spec_candidate,official_product_portfolio,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.wtlaser.com/en/,WONTECH
spec_4ba00e11f5b1,co_a5764a51df8b,Lumenis,Lumenis,pf_2e69e9036317,Stellar M22,prod_12d68f975ca7,energy_wavelength,62 cm,cm,device_energy,official_search_excerpt_spec_candidate,official_ifu_catalog,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://lumenis.com/zh-hant/wp-content/uploads/2019/04/M22-Brochure_2018_A4_PB-2011339-Rev-A.pdf,[PDF] M22-Brochure_2018_A4_PB-2011339-Rev-A.pdf - Lumenis
spec_c6f70e1f0e77,co_9ebcc3762c46,El.En.,Quanta System,pf_e7a3212dba2a,Discovery PICO Series,prod_ed5f1dec6ea7,energy_wavelength,532 nm,nm,device_energy,official_search_excerpt_spec_candidate,product_official_page,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://www.quantasystem.com/laser/discovery-pico-series/,Discovery Pico Series - Aesthetic & Cosmetic Lasers | Quanta System
spec_df8441cfbcc8,co_a48a6103f37e,Classys,Scizer,pf_dfaa712445c2,Body HIFU,prod_dc6dcb5198b0,energy_wavelength,448 kHz,kHz,device_energy,official_search_excerpt_spec_candidate,official_product_portfolio,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://classys.com/product_category/body/,Product Category: Body - CLASSYS
spec_7fb24508a7c8,co_73088ec535f0,Norseld,Dual Yellow,pf_96514edff73f,Dual Yellow Laser,prod_13826ff0f776,energy_wavelength,511 nm,nm,device_energy,official_search_excerpt_spec_candidate,official_product_portfolio,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://norseld.com/,Norseld - Medical Lasers
spec_727ddf8eb097,co_62c0726b9479,Aurora Medical,Diode 808nm,pf_cd43513316a9,半导体脱毛激光 (Diode Laser),prod_39bab33cf5b7,energy_wavelength,808nm,,device_energy,official_search_excerpt_spec_candidate,product_official_page,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://www.qm-laser.com/products/qm-808a-2/,"Beijing QM Medical Co., Ltd. | QM-808A"
spec_ad3c4629aecf,co_04a6ca9aded5,Protect-Laserschutz,Protect,pf_969b62414dae,Laser Safety Eyewear,prod_8ff2089359ed,energy_wavelength,1064 nm,nm,device_energy,official_search_excerpt_spec_candidate,product_ifu_labeling,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://protect-laserschutz.de/en/shop/product/pdf/1812,N/A
spec_adbeecaaacae,co_f364bbf8db9d,Bomtech Electronics,A-One / SDW,pf_dd085e483baf,Skin Diagnosis,prod_1626ab414ab5,energy_wavelength,480mm,,device_energy,official_search_excerpt_spec_candidate,official_product_portfolio,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",http://bomtech.net/english/product2_01.html?cate=product2,Skin·Scalp Analyzer - Products - BOMTECH
spec_e8ca3d969ac1,co_95e23865086b,Lutronic / Cynosure Lutronic,Lutronic,pf_3b69548a5e7a,eCO2 Plus,prod_e298bdfe05b0,energy_wavelength,755NM,,device_energy,official_search_excerpt_spec_candidate,official_product_portfolio,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://marketing.cynosure.com/cynosure.lutronic.symposium-split.html,Cynosure Lutronic
spec_e61cbec2d534,co_78d004d00c9c,Cutera,excel V+,pf_ed9cd4666204,Vascular Laser,prod_6bb6bfca40da,energy_wavelength,1064 nm,nm,device_energy,official_search_excerpt_spec_candidate,product_official_page,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://cutera.com/us-en/products/excel-v-plus/,CUTERA | excel® V+
spec_27a9dd093889,co_8a5352597810,Innolux,Innolux,pf_ef5ff7684146,Red Light / SAD Lamps,prod_a5856ea741af,energy_wavelength,7 cm,cm,device_energy,official_search_excerpt_spec_candidate,product_official_page,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://innolux.fi/en/products/red-xl-redlight-device?variant=33178598113412,RED XL relight device
spec_4bc009537e46,co_0bb8193c1281,DEKA,Deka,pf_bd82a95f1bae,Renaissance / SmartXide,prod_16a3d4775c95,energy_wavelength,595 nm,nm,device_energy,official_search_excerpt_spec_candidate,official_product_portfolio,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",http://www.dekalaser.com/en-GB/product.aspx?item=synchrohp,DEKA Aesthetics - Design and manufacture of medical laser systems - DEKA
spec_8f1745c2653a,co_bbabeba3ee10,Asclepion,MeDioStar,pf_93a81e2fc909,810+940nm Diode Hair Removal,prod_235ebd4ddb77,energy_wavelength,000W,,device_energy,official_search_excerpt_spec_candidate,product_official_page,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://asclepionuk.com/medical-aesthetic-devices/laser-hair-removal/,Professional Laser Hair Removal Machines | Asclepion UK
spec_119f4f01bc37,co_df326702aa12,HJorations,LIPO VELA,pf_f20837002dda,LIPO VELA V,,packaging_or_sku,box of 5ml x 10 vials (ampoule) [,,packaging,official_search_excerpt_spec_candidate,product_official_page,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.ibeautymachine.com/lipo-vela-v-premium-lipolysis-solution.html,LIPO VELA V | Premium Lipolysis Solution | For V-Line Contour Glutathione Whitening | 5mL*10Vials/Box
spec_e7262a35b745,co_1418ea0f3165,Jetema,Yvoire,pf_41114510ca29,Yvoire,,packaging_or_sku,syringe for greater stability,,packaging,official_search_excerpt_spec_candidate,product_official_page,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.hyashop.com/products/y-solution%E2%84%A2-720-1x1ml,Yvoire Y-Solution™ 720°
spec_85e226f6aded,co_1418ea0f3165,Jetema,Yvoire,pf_41114510ca29,Yvoire,,packaging_or_sku,syringe for gre Yvoire Y-Solution™ 720° Yvoire Y-Solution™ 720° – Hyashop Yvoire Y-Solution™ 720° [,,packaging,official_search_excerpt_spec_candidate,product_official_page,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.hyashop.com/products/y-solution%E2%84%A2-720-1x1ml,Yvoire Y-Solution™ 720°
spec_de6c0d2e34ef,co_899ad9993fec,Quanta System,Quanta,pf_b14dfb394b28,Thunder MT,,packaging_or_sku,Model name Laserlith i-dust Part number Registration number (if applicable) Customer part number (if applicable) [,,packaging,official_search_excerpt_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://storage.mtender.gov.md/get/de3dbe96-7123-4182-8aa9-4dc213edf90f-1627029145629,N/A
spec_9d1f3d87fbbc,co_0ebbf9c07473,ShenB,Vivace / Virtue RF,pf_ba228abb5973,Virtue RF,,packaging_or_sku,Needle insertion depth is adjustable (0,,packaging,official_search_excerpt_spec_candidate,product_official_page,blocked_domain,medium_source_crosscheck,official_source_crosscheck,source alignment is blocked_domain,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEI/K193070,VIVACE Electrosurgical Device (K193070) — FDA 510(k) | Innolitics
spec_4f1d3925bd5d,co_df6b67e82dc5,HansBiomed.,MINT Lift,pf_0727a2667276,MINT (Fine/Petit/Easy),,packaging_or_sku,needle attachment,,packaging,official_search_excerpt_spec_candidate,product_certificate_registration,blocked_domain,medium_source_crosscheck,official_source_crosscheck,source alignment is blocked_domain,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/NEW/K130191,MINT (K130191) — FDA 510(k) | Innolitics
spec_d65b535c689c,co_a9d14002e21a,JYSUNG Meditech,JYSUNG,pf_8e8d441e5bbb,Cannula / Meso Needle,,packaging_or_sku,Needle INCYTO Co,,packaging,official_site_spec_candidate,product_certificate_registration,blocked_domain,medium_source_crosscheck,official_source_crosscheck,source alignment is blocked_domain,https://www.tradekorea.com/products/aHlwb2Rlcm1pYyBuZWVkbGUgY2FubnVsYQ.html,hypodermic needle cannula | tradekorea
spec_9bb9987e577e,co_9115d1b9e7bd,Lameditech,HandyRay,pf_bb08d0a1407b,HandyRay / Lite,,packaging_or_sku,needle lancets,,packaging,official_search_excerpt_spec_candidate,product_official_page,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://static1.squarespace.com/static/6625ffbf2fd48f009161caea/t/663dd276aba1c747a8425677/1715327609124/HandyRay_Brochure_Lite+LMT-1000.pdf,N/A
spec_97dbd95cefef,co_47edaa001d09,Dongbang Medical,Dongbang Needles,pf_683553dcd589,Acupuncture,,packaging_or_sku,needle comes in its own blister,,packaging,official_search_excerpt_spec_candidate,product_official_page,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://meridiusmedical.com/shop/acupuncture/needles/lancet-needles/dongbang-bleeding-lancet-needle/,DongBang Bleeding Lancet Needle | Meridius Medical GmbH
spec_eb39eeeee23c,co_5b54a3e28f4c,Dongkook Pharma,Bellast (贝拉斯特),pf_9c8dd34a8ee6,HA Dermal Filler,,packaging_or_sku,syringe (1,,packaging,official_search_excerpt_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://lbeautypharm.com/product/bellast-soft-l/,Bellast Soft-L: Next-Level Hyaluronic Gel for Stunning Results
spec_6ee55e0359f4,co_a5764a51df8b,Lumenis,Lumenis,pf_3cb3948c5ff3,UltraPulse Alpha,,packaging_or_sku,"Box 240 Yokneam, IL 2069204 Correspondent Contact Shlomit Segman Regulation Number 878",,packaging,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfPMN/pmn.cfm?ID=K220467,510(k) Premarket Notification
spec_f87749626912,co_16a2395751d1,Suneva Medical,Bellafill,pf_e59b152f6ea5,Bellafill,,packaging_or_sku,carton of heavy [,,packaging,official_search_excerpt_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.accessdata.fda.gov/cdrh_docs/pdf2/P020012S009b.pdf,IDE REVIEW MEMORANDUM
spec_6510b25826ba,co_0e275ca3b644,TransLite,Veinlite,pf_be108044ee00,Veinlite LED+ / EMS,,energy_wavelength,18mm,,device_energy,official_site_spec_candidate,product_official_page,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=8 phrase=4 tokens=ems,led,veinlite; source alignment is source_not_cross_checked",https://sicargon.lt/,N/A
spec_0fc58864f919,co_a9d14002e21a,JYSUNG Meditech,JYSUNG,pf_8e8d441e5bbb,Cannula / Meso Needle,,energy_wavelength,4mm,,device_energy,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=3 phrase=0 tokens=meso,needle; source alignment is source_not_cross_checked",https://www.madeinchina.com/,Non-Pyrogenic Sterile 27g 13mm 32g 6mm Disposable Hypodermic Meso Needle - MadeInChina.com
spec_b631eb30f9c7,co_edb56918f1b7,Refine,Rejuvapen,pf_948294c74895,Rejuvapen NXT,,energy_wavelength,110 Hz,Hz,device_energy,official_site_spec_candidate,product_certificate_registration,blocked_domain,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=11 phrase=8 tokens=nxt,rejuvapen; source alignment is blocked_domain",https://fda.innolitics.com/,Rejuvapen NXT (K192138) — FDA 510(k) | Innolitics
spec_160fbeb6c65e,co_f4d11517b811,TRIA Beauty,Tria,pf_c4ba3da117bd,Hair Removal Laser 4X,,energy_wavelength,800 nm,nm,device_energy,official_site_spec_candidate,official_ifu_catalog,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=4 phrase=0 tokens=hair,removal,tria; source alignment is source_not_cross_checked",https://www.accessdata.fda.gov/,N/A
spec_989c04af61fd,co_e655b002cb74,GTG Wellness,LeShape,pf_0b1575eb8df2,LeShape / U-One,,energy_wavelength,980nm,,device_energy,official_site_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=6 phrase=4 tokens=leshape; source alignment is source_not_cross_checked,https://www.lasercaremed.com/,LeShape 1060nm Non invasive Laser System For Lipolysis
spec_c96a4c01cc6e,co_5dff0b093486,Blue Moon,Frozen,pf_058d3b46ece9,Cryolipolysis,,energy_wavelength,50Hz,,device_energy,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=6 phrase=4 tokens=frozen; source alignment is source_not_cross_checked,https://laserbeautysalon-machines-com.wholesale.chinaqualitycrafts.com/,Medical CE approved Cool shaping Fat Frozen Slimming machine of laserbeautysalon-machines-com
spec_7a289a8802e6,co_f8a69fb5e02a,Asclepion Laser,MCL31 Dermablate,pf_701128a62446,Er:YAG (铒激光),,energy_wavelength,12 mm,mm,device_energy,official_site_spec_candidate,product_official_page,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=9 phrase=4 tokens=dermablate,mcl31,yag; source alignment is source_not_cross_checked",https://loremaestetic.md/,Buy MCL31 Dermablate YAG Laser - The Gold Standard.
spec_c1f84ec8ed7e,co_d3db74b8b6bf,Milesman,Milesman,pf_f324b6219b88,Compact / Blend,,energy_wavelength,30 J/cm²,J/cm²,device_energy,official_site_spec_candidate,product_certificate_registration,blocked_domain,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=8 phrase=4 tokens=compact,milesman; source alignment is blocked_domain",https://fda.innolitics.com/,Global Med Systems Milesman Compact Laser (K203804) — FDA 510(k) | Innolitics
spec_ce5ecd6baa2f,co_0ebbf9c07473,ShenB,Vivace / Virtue RF,pf_ba228abb5973,Virtue RF,,energy_wavelength,2 MHz,MHz,device_energy,official_site_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=6 phrase=4 tokens=virtue; source alignment is source_not_cross_checked,https://www.scribd.com/,VIRTUE RF Smart - Brochure - 2021.09.16 - Ver1.1
spec_c25d8c427ad7,co_4fe7daab29fa,Decomedical,Decopeel,pf_16b051a56202,Microdermabrasion,,energy_wavelength,1650 W,W,device_energy,official_site_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=6 phrase=4 tokens=decopeel; source alignment is source_not_cross_checked,https://www.venus-beauty.com.pl/,DECOMEDICAL DECOPEEL - Venus - urządzenia kosmetyczne
spec_8752b8906cdc,co_2dac0f5dd9af,Beauty Health,SkinStylus,pf_f6c8baf1f03d,微针治疗系统 (Microneedling),,energy_wavelength,10cm,,device_energy,official_site_spec_candidate,product_certificate_registration,blocked_domain,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=6 phrase=4 tokens=skinstylus; source alignment is blocked_domain,https://fda.innolitics.com/,SkinStylus SteriLock MicroSystem (K200044) — FDA 510(k) | Innolitics
spec_b78af7408c1d,co_4fe7daab29fa,Decomedical,Decolaser,pf_2792c46ccfd7,Diode Laser,,energy_wavelength,10 cm,cm,device_energy,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=11 phrase=8 tokens=decolaser,diode; source alignment is source_not_cross_checked",https://www.restetica.com/,Decolaser 808 nm diode laser for safe photoepilation
spec_4b89ba195fcc,co_bac5ab36d84d,Hironic,Doublo,pf_ece6841cc6a9,New Doublo,prod_e998a6e999a4,energy_wavelength,4Hz,,device_energy,official_site_spec_candidate,official_ifu_catalog,domain_token_match,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://www.e-hironic.com/en/products/newdoublo2,"HIRONIC USER PORTAL | Data, Marketing, Events"
spec_a501bd9288dc,co_b32d369099fd,Fotona d.o.o.,Fotona,pf_318802bbf140,SP Dynamis (4D Pro),prod_ced9c2685e0e,energy_wavelength,600 J/cm2,J/cm2,device_energy,official_site_spec_candidate,product_ifu_labeling,company_official_domain,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://www.fotona.com/media/documents/aesthetics/94437_ce_eng_v7_fotona_dynamis_brochure_march_17_web.pdf,N/A
spec_e71f87917827,co_b4bfde6de1f8,Sciton,Sciton,pf_b72b767b9031,mJOULE,prod_b8e4460ae688,energy_wavelength,10 mm,mm,device_energy,official_site_spec_candidate,official_product_portfolio,company_official_domain,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://sciton.com/omni/,OMNI™️ by Sciton
spec_d4be9070d71b,co_0f96737d49f7,Cynosure,Clarity II,pf_f34b9d10d461,Dual-Wavelength Hair Removal,prod_242bad0fc818,energy_wavelength,20 J/cm2,J/cm2,device_energy,official_site_spec_candidate,official_product_portfolio,company_official_domain,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://www.cynosure.com/for-providers/products/,Innovative Products For Providers - Cynosure Lutronic
spec_7716703f13d0,co_a48a6103f37e,Classys,SCIZER,pf_f155a0db99a6,SCIZER,prod_6f5741324e5d,energy_wavelength,60Hz,,device_energy,official_site_spec_candidate,official_product_portfolio,company_official_domain,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://classys.com/product_category/body/,Product Category: Body - CLASSYS
spec_4281255f0f50,co_7a6f66b2861e,InMode,OptimasMAX,pf_acd56985710b,Enhanced Multi-Platform,prod_01a460a5f610,energy_wavelength,0.5mm,,device_energy,official_site_spec_candidate,official_ifu_catalog,domain_token_match,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://www.inmode.com.au/pages/inmode-pro,InModePro I Multi Functional Aesthetic Device I InMode
spec_ddf4aac93781,co_b32d369099fd,Fotona d.o.o.,Fotona,pf_e2c04f46c561,XS Dynamis,prod_b9c55f50d753,energy_wavelength,20 W,W,device_energy,official_site_spec_candidate,product_ifu_labeling,company_official_domain,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://www.fotona.com/media/documents/aesthetics/94437_ce_eng_v7_fotona_dynamis_brochure_march_17_web.pdf,[PDF] Multi-Application Laser Systems - Fotona
spec_82d8744e9e77,co_200f24c31695,Beamed,Unixel RF,pf_656bfcd120b6,CO2 Fractional Laser,prod_f9fde9d391b6,energy_wavelength,30W,,device_energy,official_site_spec_candidate,product_certificate_registration,domain_token_match,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://lasermed.co.th/?project=unixel-rf,UNIXEL RF | Lasermed
spec_134b9ba36ea8,co_a5764a51df8b,Lumenis,Lumenis,pf_2e69e9036317,Stellar M22,prod_12d68f975ca7,energy_wavelength,6 mm,mm,device_energy,official_site_spec_candidate,product_ifu_labeling,company_official_domain,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://lumenis.com/wp-content/uploads/2025/03/Steller-M22-B2B-Brochure-PB-00085660-Rev-A-Letter_web.pdf,[PDF] the multi-application platform your practice - Lumenis
spec_8e1040d8dcd4,co_b32d369099fd,Fotona d.o.o.,Fotona,pf_318802bbf140,SP Dynamis (4D Pro),prod_ced9c2685e0e,energy_wavelength,50 Hz,Hz,device_energy,official_site_spec_candidate,product_ifu_labeling,company_official_domain,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://www.fotona.com/media/documents/aesthetics/94437_ce_eng_v7_fotona_dynamis_brochure_march_17_web.pdf,N/A
spec_5eac0c70535a,co_a48a6103f37e,Classys,ULTRAFORMER MPT,pf_474fda9a6e74,Shurink Universe,prod_40e14a3ef3da,energy_wavelength,13.0mm,,device_energy,official_site_spec_candidate,product_ifu_labeling,domain_token_match,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://eclassys.com/product/ultraformer-mpt/,ULTRAFORMER MPT – CLASSYS
spec_c8483146a6d9,co_0bb8193c1281,DEKA,Deka,pf_bd82a95f1bae,Renaissance / SmartXide,prod_16a3d4775c95,energy_wavelength,2 mm,mm,device_energy,official_site_spec_candidate,product_certificate_registration,domain_token_match,medium_auto_promotion_guardrail_review,manual_product_spec_review,"official-site spec source accepted, but value or product context failed conservative auto-promotion gate",https://technologies.dekalaser.com/en-GB/getDAdoc.ashx?man=4414,N/A
spec_82d385c2be5b,co_66bf7c31e988,Kylane,Kysense,pf_b93a82f29376,Kysense Body HA filler,,dose_or_unit,21 mg,mg,dose_strength,official_site_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=6 phrase=4 tokens=kysense; source alignment is source_not_cross_checked,https://circaskin.com/,N/A
spec_40da66c104d6,co_8bad4b58ff47,Caregen,Aquashine,pf_d0af8caa1c7a,Aquashine,,dose_or_unit,32G,,dose_strength,official_site_spec_candidate,product_official_page,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=10 phrase=8 tokens=aquashine; source alignment is source_not_cross_checked,https://www.capactuel.com/,AQUASHINE. Gamme Caregen de Fillers à complexes peptidiques longue durée.
spec_781861bc6347,co_76db60d04479,Ipsen Pharma,Alluzience,pf_0877039ff490,Alluzience,,dose_or_unit,125U,,dose_strength,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=10 phrase=8 tokens=alluzience; source alignment is source_not_cross_checked,https://www.medicines.org.uk/,"Alluzience, 200 Speywood units/ml, solution for injection - Summary of Product Characteristics (SmPC) - (emc) | 13798"
