"action_group","cert_in_global","suggested_next_action","certificate_no","track_name","category","brand","product_name","registrant","origin","approval_date","valid_until","official_status","official_verification_status","official_product_name","official_registrant","official_scope","main_landscape_included","source_url","entity_match_hint","company_profile_text_hint"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20153130674","透明质酸钠","透明质酸钠","注射用修饰透明质酸钠凝胶","注射用修饰透明质酸钠凝胶","爱美客技术发展股份有限公司","国产","2024-02-06","2029-12-26","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用修饰透明质酸钠凝胶","爱美客技术发展股份有限公司","该产品用于皮肤真皮中层至深层注射填充，以纠正中、重度鼻唇沟。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20153131332","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","杭州协合医疗用品有限公司","国产","2024-11-13","2030-06-18","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","杭州协合医疗用品有限公司","该产品适用于面部真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20203130096","透明质酸钠","透明质酸钠","注射用修饰透明质酸钠凝胶","注射用修饰透明质酸钠凝胶","杭州协合医疗用品有限公司","国产","2024-09-27","2030-01-22","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用修饰透明质酸钠凝胶","杭州协合医疗用品有限公司","本产品用于面部真皮组织中层至深层注射，以纠正中重度鼻唇部皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20203130295","透明质酸钠","透明质酸钠","注射用修饰透明质酸钠凝胶","注射用修饰透明质酸钠凝胶","华熙生物科技股份有限公司","国产","2024-08-05","2030-03-19","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用修饰透明质酸钠凝胶","华熙生物科技股份有限公司","该产品用于面部真皮组织浅层到中层注射以纠正静态额部皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20203130314","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","上海其胜生物制剂有限公司","国产","2024-12-05","2030-03-29","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","上海其胜生物制剂有限公司","该产品用于注射到面部真皮组织的中层到深层部位，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20203130568","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","华熙生物科技股份有限公司","国产","2024-09-03","2030-06-18","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","华熙生物科技股份有限公司","该产品用于面部真皮组织中层至深层注射以纠正中重度鼻唇部皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243130343","透明质酸钠","透明质酸钠","注射用修饰透明质酸钠凝胶","注射用修饰透明质酸钠凝胶","山东凯乐普生物工程有限公司","国产","2024-02-21","2029-02-20","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用修饰透明质酸钠凝胶","山东凯乐普生物工程有限公司","该产品适用于面部真皮组织中层至深层注射以纠正中重度鼻唇沟皱褶。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243130863","透明质酸钠","透明质酸钠","注射用修饰透明质酸钠凝胶","注射用修饰透明质酸钠凝胶","上海建华精细生物制品有限公司","国产","2024-04-30","2029-04-29","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用修饰透明质酸钠凝胶","上海建华精细生物制品有限公司","适用于面部真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243131239","透明质酸钠","透明质酸钠","注射用氨基酸交联透明质酸钠凝胶","注射用氨基酸交联透明质酸钠凝胶","上海其胜生物制剂有限公司","国产","2024-07-10","2029-07-09","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用氨基酸交联透明质酸钠凝胶","上海其胜生物制剂有限公司","适用于真皮组织中层至深层及皮下组织注射，纠正中度至重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243131359","透明质酸钠","透明质酸钠","注射用透明质酸钠复合溶液","注射用透明质酸钠复合溶液","华熙生物科技股份有限公司","国产","2024-07-30","2029-07-29","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠复合溶液","华熙生物科技股份有限公司","该产品用于皮内真皮层注射填充，以纠正成人颈部中重度横纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243131967","透明质酸钠","透明质酸钠","医用含聚乙烯醇凝胶微球的交联透明质酸钠凝胶","医用含聚乙烯醇凝胶微球的交联透明质酸钠凝胶","爱美客技术发展股份有限公司","国产","2024-09-30","2029-09-29","verified","已官方核验/国家政务服务平台NMPA器械查询","医用含聚乙烯醇凝胶微球的交联透明质酸钠凝胶","爱美客技术发展股份有限公司","本产品适用于成人骨膜上层注射填充以改善轻中度的颏部后缩。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243131969","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","海雅美生物技术（珠海）有限公司","国产","2024-09-30","2029-09-29","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","海雅美生物技术（珠海）有限公司","适用于注射到骨膜上，填充下颌区域，以改善轻度至中度下颌后缩患者的下颌轮廓。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20153131708","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Juvéderm ULTRA Plus","注射用交联透明质酸钠凝胶 Juvéderm ULTRA Plus","艾尔建 / AbbVie","进口","2024-01-04","2030-03-02","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Juvéderm ULTRA Plus","艾尔建Allergan","该产品适用于面部真皮组织中层至深层注射，以纠正重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20153133933","透明质酸钠","透明质酸钠","注射用修饰透明质酸钠凝胶","注射用修饰透明质酸钠凝胶","LG化学 LG Chem, Ltd.","进口","2024-11-25","2030-11-01","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用修饰透明质酸钠凝胶Modified Sodium Hyaluronate Gel for Injection with Lidocaine","俪维美学有限公司 LYV Sciences Co., Ltd","该产品适用于面部真皮组织深层和/或皮下组织注射，以纠正中重度鼻唇沟。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20193130410","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Juvéderm Voluma","注射用交联透明质酸钠凝胶 Juvéderm Voluma","艾尔建 / AbbVie","进口","2024-03-15","2029-08-18","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Juvéderm Voluma","艾尔建Allergan","本产品适用于面颊部深层（皮下和/或骨膜上）注射，以重塑面部体积。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20193130526","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","菲欧曼实验室公司 Laboratoires Fill-Med","进口","2024-07-31","2029-10-31","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Soft tissue implants visco-elastic gel of hyaluronic acid-with lidocaine","法国菲欧曼实验室 Laboratoires Fill-Med","该产品用于面部真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注进20193130565","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Pre-filled Sodium Hyaluronate Syringe","注射用交联透明质酸钠凝胶 Pre-filled Sodium Hyaluronate Syringe","汇美迪斯株式会社 Humedix Co., Ltd.","进口","2024-03-18","2029-11-18","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Pre-filled Sodium Hyaluronate Syringe","汇美迪斯株式会社Humedix Co., Ltd.","该产品用于面部真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20193130625","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Crosslinked Sodium Hyaluronate Gel for Injection","注射用交联透明质酸钠凝胶 Crosslinked Sodium Hyaluronate Gel for Injection","科医有限公司 Q-Med AB","进口","2024-07-26","2029-12-11","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Crosslinked Sodium Hyaluronate Gel for Injection","科医有限公司Q-Med AB","该产品适用于18岁以上手背部需要增加组织容量的人群，用于手背部真皮层，最佳为真皮深层的注射，以改善手部皮肤外观。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20203130045","透明质酸钠","透明质酸钠","注射用修饰透明质酸钠凝胶","注射用修饰透明质酸钠凝胶","科医有限公司 Q-Med AB","进口","2024-03-06","2030-01-22","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用修饰透明质酸钠凝胶Modified Sodium Hyaluronate Gel for Injection","科医有限公司Q-Med AB","该产品适用于面部真皮组织中层填充以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20203130098","透明质酸钠","透明质酸钠","注射用修饰透明质酸钠凝胶 Modified Sodium Hyaluronate Gel for Injection","注射用修饰透明质酸钠凝胶 Modified Sodium Hyaluronate Gel for Injection","科医有限公司 Q-Med AB","进口","2024-03-26","2030-02-27","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用修饰透明质酸钠凝胶Modified Sodium Hyaluronate Gel for Injection","科医有限公司Q-Med AB","本品适用于注射到真皮组织深层和/或皮下组织浅层以纠正中重度鼻唇沟皱纹；注射到皮下至骨膜上层用于矫正中面部容量缺失和/或中面部轮廓缺陷；注射入骨膜上层用于鼻背和/或鼻根塑形。该产品适用于18岁以上的患者。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20203130165","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Juvéderm VOLIFT with Lidocaine","注射用交联透明质酸钠凝胶 Juvéderm VOLIFT with Lidocaine","艾尔建 / AbbVie","进口","2024-11-15","2030-04-09","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Juvéderm VOLIFT with Lidocaine","艾尔建Allergan","该产品用于面部真皮深层注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20233130150","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 A-Viearchee","注射用交联透明质酸钠凝胶 A-Viearchee","（株）爱思尔有限公司 SCL CO., LTD.","进口","2024-04-29","2028-04-18","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶A-Viearchee","（株）爱思尔有限公司SCL CO.,LTD.","该产品用于面部真皮组织中层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130001","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","Foreest Hills Lab Korea","进口","2024-01-04","2029-01-03","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶조직수복용생체재료","福丽丝特韩国有限公司 Forest Hills Lab Korea Co., Ltd.","该产品用于面部真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130119","透明质酸钠","透明质酸钠","含利多卡因注射用交联透明质酸钠凝胶 Princess VOLUME Lidocaine","含利多卡因注射用交联透明质酸钠凝胶 Princess VOLUME Lidocaine","克罗玛医药有限公司 CROMA-PHARMA GmbH","进口","2024-05-16","2030-03-03","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用修饰透明质酸钠凝胶Princess VOLUME Lidocaine","克罗玛医药有限公司CROMA-PHARMA GmbH","适用于面部真皮组织中层至深层注射，以纠正中到重度鼻唇沟。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130405","透明质酸钠","透明质酸钠","含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUX","含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUX","艾尔建 / AbbVie","进口","2024-07-24","2029-07-23","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用交联透明质酸钠凝胶Juvéderm VOLUX","艾尔建ALLERGAN","该产品用于面部骨膜上注射，以改善中度下颌后缩患者的下颌轮廓。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130412","透明质酸钠","透明质酸钠","含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA PLUS XC","含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA PLUS XC","艾尔建 / AbbVie","进口","2024-07-30","2029-07-29","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用交联透明质酸钠凝胶Juvéderm ULTRA PLUS XC","艾尔建ALLERGAN","该产品用于注射到面部真皮组织的中层至深层部位，以纠正重度鼻唇沟皱纹。利多卡因存在的目的是为减少治疗过程中患者的疼痛。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130436","透明质酸钠","透明质酸钠","含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA XC","含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA XC","艾尔建 / AbbVie","进口","2024-08-14","2029-08-13","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用交联透明质酸钠凝胶Juvéderm ULTRA XC","艾尔建ALLERGAN","产品用于注射到面部真皮组织的中层至深层部位，以纠正中度鼻唇沟皱纹。利多卡因存在的目的是为减少治疗过程中患者的疼痛。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130501","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 HyaFilia Classic 1.0","注射用交联透明质酸钠凝胶 HyaFilia Classic 1.0","CHA生物科技株式会社 CHA Meditech Co., Ltd.","进口","2024-09-19","2029-09-18","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶HyaFilia Classic 1.0","CHA生物科技株式会社CHA Meditech Co., Ltd","适用于面部真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130663","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Dermal Implants SF line","注射用交联透明质酸钠凝胶 Dermal Implants SF line","S&V Technologies GmbH","进口","2024-12-16","2029-12-15","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Dermal Implants „SF“ line","S&amp;V科技有限公司S＆V Technologies GmbH","适用于面部鼻唇沟部位真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20163131492","透明质酸钠","透明质酸钠","注射用修饰透明质酸钠凝胶","注射用修饰透明质酸钠凝胶","上海其胜生物制剂有限公司","国产","2025-06-24","2030-11-15","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用修饰透明质酸钠凝胶","上海其胜生物制剂有限公司","1.该产品适用于面部真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。2.用于唇红体和唇红缘的皮下（或粘膜下）注射填充唇部以达到增加唇部组织容积的目的","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20203130569","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","华熙生物科技股份有限公司","国产","2025-01-24","2030-06-18","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","华熙生物科技股份有限公司","本产品用于面部真皮组织中层至深层注射以纠正中重度鼻唇部皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20203130700","透明质酸钠","透明质酸钠","注射用透明质酸钠凝胶","注射用透明质酸钠凝胶","瑞莱思（北京）医疗器械有限公司","国产","2025-01-26","2030-08-11","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","瑞莱思（北京）医疗器械有限公司","本产品用于面部真皮组织中层至深层注射填充，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253130745","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","江苏天莱雅生物科技有限公司","国产","2025-04-09","2030-04-08","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","江苏天莱雅生物科技有限公司","该产品用于鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253130824","透明质酸钠","透明质酸钠","含利多卡因注射用透明质酸钠溶液","含利多卡因注射用透明质酸钠溶液","华熙生物科技股份有限公司","国产","2025-04-23","2030-04-22","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用透明质酸钠溶液","华熙生物科技股份有限公司","在医疗机构中使用，用于面部真皮浅层注射暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253130825","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","天津键凯科技有限公司","国产","2025-04-23","2030-04-22","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","天津键凯科技有限公司","该产品适用于面部鼻唇沟部位真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253130894","透明质酸钠","透明质酸钠","注射用透明质酸钠复合溶液","注射用透明质酸钠复合溶液","华熙生物科技股份有限公司","国产","2025-04-30","2030-04-29","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠复合溶液","华熙生物科技股份有限公司","在医疗机构中使用，用于面部真皮浅层注射，暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253130898","透明质酸钠","透明质酸钠","注射用透明质酸钠溶液","注射用透明质酸钠溶液","海雅美生物技术（珠海）有限公司","国产","2025-04-30","2030-04-29","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠溶液","海雅美生物技术（珠海）有限公司","在医疗机构中使用，用于面部真皮浅层注射，暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131239","透明质酸钠","透明质酸钠","注射用透明质酸钠溶液","注射用透明质酸钠溶液","海雅美生物技术（珠海）有限公司","国产","2025-11-27","2030-06-22","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠溶液","海雅美生物技术（珠海）有限公司","该产品用于颈部皮肤皮内真皮层注射填充，纠正颈部中重度横纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131324","透明质酸钠","透明质酸钠","注射用透明质酸钠溶液","注射用透明质酸钠溶液","四川兴泰普乐医疗科技有限公司","国产","2025-07-10","2030-07-09","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠溶液","四川兴泰普乐医疗科技有限公司","在医疗机构中使用，用于面部真皮浅层注射，暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131475","透明质酸钠","透明质酸钠","含利多卡因注射用透明质酸钠溶液","含利多卡因注射用透明质酸钠溶液","济南格莱威医疗科技有限公司","国产","2025-07-31","2030-07-30","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用透明质酸钠溶液","济南格莱威医疗科技有限公司","在医疗机构中使用，用于面部真皮浅层注射，暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131610","透明质酸钠","透明质酸钠","含利多卡因注射用交联透明质酸钠凝胶","含利多卡因注射用交联透明质酸钠凝胶","常州药物研究所有限公司","国产","2025-08-22","2030-08-21","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用交联透明质酸钠凝胶","常州药物研究所有限公司","该产品适用于真皮组织中层至深层注射以纠正颈部中重度横纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131642","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","四川兴泰普乐医疗科技有限公司","国产","2025-11-27","2030-08-21","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","四川兴泰普乐医疗科技有限公司","该产品适用于面部鼻唇沟部位真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131774","透明质酸钠","透明质酸钠","注射用透明质酸钠溶液","注射用透明质酸钠溶液","大连富勒烯药业有限公司","国产","2025-09-01","2030-08-31","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠溶液","大连富勒烯药业有限公司","在医疗机构中使用，用于面部真皮浅层注射暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132016","透明质酸钠","透明质酸钠","注射用透明质酸钠复合溶液","注射用透明质酸钠复合溶液","漠颐空间生物科技（吉林）有限公司","国产","2025-09-29","2030-09-28","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠复合溶液","渼颜空间生物科技（吉林）有限公司","在医疗机构中使用，用于面部真皮浅层注射，暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
